"来源层","查询ID","类别","requestId","结果数","唯一域名数","头部来源域名","查询语句"
"main research","consumer_ai_financial_reports","financial report","856f1b1759144446f4e05c51bdba1e20","12","1","sec.gov (12)","AI companion apps revenue report 2025 Character.AI Replika PolyBuzz Chai Talkie Pengu consumer AI app market"
"main research","app_market_reports","financial report","9f4e5d01783ff2aa78daa13f3d5b447b","12","1","sec.gov (12)","consumer AI app market report AI companion app revenue downloads 2024 2025 Sensor Tower Appfigures data.ai financial report"
"main research","consumer_ai_app_rankings","financial report","62859666ffd8fca69c39ba02990fa9f5","12","1","sec.gov (12)","top consumer generative AI apps rankings AI companion mobile app downloads revenue report 2025 2026 Andreessen Sensor Tower Appfigures"
"main research","ai_social_revenue_download_reports","financial report","35267cabaa447ace8e9dc223974ad367","12","1","sec.gov (12)","AI social app AI companion app revenue downloads report 2026 China overseas Talkie PolyBuzz HiWaifu Linky Character.AI Replika Sensor Tower Appfigures"
"main research","founder_people_background","people","fc8ce5e825f1a7cde85a7c6227756fd5","12","1","linkedin.com (12)","founders of AI social apps 222 Pie Butterflies Daze Status AI Tolan Born Pengu background investors"
"main research","offline_social_founders_people","people","0ea432d7494b51fbab423bd98efda8d9","12","1","linkedin.com (12)","founders 222 Pie Timeleft offline social app AI matching friends dinner strangers founder background investors"
"official/social pass","language_social_profiles","official/social profile","0d1cb832f7df11075b9cb142b6650234","15","5","play.google.com (8) | hellotalk.com (3) | apps.apple.com (2) | hilokal.com (1) | tandem.net (1)","official website LinkedIn Instagram App Store Google Play HelloTalk Tandem Hilokal SewaYou language exchange app"
"official/social pass","language_social_profiles_more","official/social profile","1eb8f15085f1947d199a990570b571d9","15","7","play.google.com (6) | apps.apple.com (4) | conversationexchange.com (1) | foxylingo.app (1) | langpal.ai (1)","official website LinkedIn Instagram App Store Google Play Slowly Linguado LangPal MatchaLingua Conversation Exchange language exchange app"
"official/social pass","ai_companion_social_profiles","official/social profile","349dd217fc71fcb7d2757435ea8aef89","15","4","play.google.com (10) | apps.apple.com (3) | characterai.cc (1) | replika.com (1)","official website LinkedIn Instagram TikTok X Discord App Store Google Play Character.AI Replika Chai Talkie Tolan Dippy PolyBuzz HiWaifu AI companion app"
"official/social pass","irl_social_profiles","official/social profile","f03034bf7af965ea521469b1306a2231","15","6","apps.apple.com (8) | play.google.com (3) | linkedin.com (1) | partiful.com (1) | timeleft.com (1)","official website LinkedIn Instagram TikTok X App Store 222 Pie Timeleft Partiful Breeze WeRoad MeetMux Aglow Life Paxmeet Thursday IRL social app"
"official/social pass","ai_social_official_gap_profiles","official/social profile","98deefc4527fd66ef37bc67368610f92","15","3","apps.apple.com (11) | play.google.com (3) | born.com (1)","official website App Store Google Play LinkedIn Instagram Discord Status AI Butterflies AI Daze Shapes Born Pengu AI social app"
"official/social pass","irl_official_gap_profiles","official/social profile","48458fc396de7f5fe0b7d67c59d5505f","15","3","apps.apple.com (7) | play.google.com (7) | meet5.com (1)","official website App Store Google Play LinkedIn Instagram Meet5 Thursday Breeze Aglow Life Partiful WeRoad IRL dating social app"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","89098c8109da548d6647c5cdeb8a2308","15","4","play.google.com (12) | apps.apple.com (1) | conversationexchange.com (1) | hellotalk.com (1)","official website App Store Google Play LinkedIn Conversation Exchange Talk4Now meeTalk LangPal MatchaLingua FluentPal Lingbe SpeakyParrot Fluently language exchange app"
"official/social pass","language_social_handles","official/social profile","28209faa1cffe56f5fc82ed6f3db4761","15","7","play.google.com (4) | apps.apple.com (2) | hellotalk.com (1) | hilokal.com (1) | sewayou.com (1)","official Instagram TikTok X Twitter Facebook YouTube HelloTalk Tandem Hilokal SewaYou Slowly Linguado language exchange app social media"
"official/social pass","ai_social_handles","official/social profile","0601a1d747d5e786cadc6116f44e32f2","15","3","tiktok.com (12) | play.google.com (2) | instagram.com (1)","official Instagram TikTok X Twitter Discord YouTube Character.AI Replika Chai Talkie Dippy PolyBuzz Status AI Butterflies AI Daze social media"
"official/social pass","irl_social_handles","official/social profile","3a65c53a79130b7ca97e81d46a5a1d74","15","9","play.google.com (5) | apps.apple.com (2) | threads.com (2) | investopedia.com (1) | linkedin.com (1)","official Instagram TikTok X Twitter Facebook YouTube 222 Pie Timeleft Partiful Breeze WeRoad Meet5 Thursday IRL social app social media"
"language growth/channel deep-dive","conversation_exchange_growth","company","8b1fb37779cb54b8c7fd406a7f3ca982","8","8","conversationexchange.com (1) | inatlantis.com (1) | intlcafe.io (1) | languageconvo.com (1) | lingopraxis.com (1)","Conversation Exchange language exchange website app users traffic SEO app store social media growth"
"language growth/channel deep-dive","sewayou_growth","company","3b6264705f515da764ca2a01f23e1393","8","8","aloyou.app (1) | conversationexchange.com (1) | intlcafe.io (1) | needyou.app (1) | plang.ai (1)","SewaYou language exchange app nearby face to face users App Store Google Play growth social media"
"language growth/channel deep-dive","talk4now_growth","company","3adfe33124bfe7ebb1b44f5fcac9a8bf","8","8","intlcafe.io (1) | pertalks.group (1) | sewayou.com (1) | talk4now.com (1) | talkabroad.com (1)","Talk4Now language exchange app users launch app store social media growth channel"
"language growth/channel deep-dive","meetalk_growth","company","2a98c3e2bd2292e4c316c0a90b4c3eea","8","8","gomeetalk.com (1) | hellotalk.com (1) | intlcafe.io (1) | meet2talk.online (1) | meetalk.com (1)","meeTalk language exchange app users app store google play social media growth channel"
"language growth/channel deep-dive","langpal_growth","company","ef27732cb69e48f402a59cb61ab1bdf1","8","8","chatterboxlabs.io (1) | ezspeak.ai (1) | fluentpal.net (1) | lang-pal.com (1) | picklang.ml (1)","LangPal AI language learning chat app users app store growth community"
"language growth/channel deep-dive","matchalingua_growth","company","0320c9c8af3ac3f7561691f4e1f03631","8","8","fluentpal.net (1) | inoutapp.io (1) | lang-pal.com (1) | matchalingua.com (1) | mylanguageexchange.com (1)","MatchaLingua language partners nearby app users launch app store social media"
"language growth/channel deep-dive","roamchat_growth","news","87d943a2ca2cbf5a9a8617ae0b8798b6","8","8","billhartzer.com (1) | briefglance.com (1) | kr.aving.net (1) | moneycompass.com.my (1) | prnewswire.com (1)","RoamChat AI roaming social platform language translation launch users app store growth"
"language growth/channel deep-dive","speakyparrot_growth","company","5ff70f6d8abb8f6239c233d94dc9f5fd","8","8","beespeaker.com (1) | fluently.chat (1) | lingopraxis.com (1) | linguado.com (1) | speakingpartner.id (1)","SpeakyParrot native speaker language exchange app users live sessions growth app store"
"language growth/channel deep-dive","fluently_growth","company","24c419dd16c5457c1d00625eaeadaf39","8","8","conversationexchange.com (1) | elingora.com (1) | fluently.academy (1) | fluently.chat (1) | fluentworlds.com (1)","Fluently chat live language exchange native speakers users app store growth social media"
"language growth/channel deep-dive","lingbe_growth","company","802d61d6bd601e9970c3569b29a7bbc8","8","8","elingora.com (1) | fluently.chat (1) | lingbe.com (1) | lingopanda.app (1) | lingopraxis.com (1)","Lingbe language exchange app users downloads app store google play growth native speakers"
"language growth/channel deep-dive","slowly_growth","company","bfb6cf1f12cbabba10b6617b85bf070f","8","8","blablalanguageexchange.com (1) | conversationexchange.com (1) | hellopal.com (1) | langly.ai (1) | lingopraxis.com (1)","Slowly pen pal app users downloads awards app store growth community language exchange"
"language growth/channel deep-dive","lingopraxis_growth","company","bec3cf78297db6ceb7d05a40a930566f","8","8","intlcafe.io (1) | lingolooper.com (1) | lingopanda.app (1) | lingopraxis.com (1) | lingoquesto.com (1)","LingoPraxis language exchange speaking club app store google play telegram users growth"
"language official/social deep-dive","tandem","official/social profile","232ad270497aca0c49dd9c47b0961f60","8","4","apps.apple.com (3) | play.google.com (2) | tandem.net (2) | linkedin.com (1)","Tandem language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","hilokal","official/social profile","9fe69599c491a1fde870c16601b23c5a","8","4","apps.apple.com (3) | play.google.com (3) | hilokal.com (1) | linkedin.com (1)","Hilokal language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","sewayou","official/social profile","81715fd2a8bcb762c8b167c2e1718f02","8","3","play.google.com (4) | apps.apple.com (3) | sewayou.com (1)","SewaYou language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","conversation-exchange","official/social profile","f81b49f3e9cf0132b62f0f4f841b0bb7","8","2","conversationexchange.com (7) | linkedin.com (1)","""Conversation Exchange"" language exchange LinkedIn Facebook Instagram X official website conversationexchange.com"
"language official/social deep-dive","talk4now","official/social profile","0d7f3481756a114eff14570ed32da2b2","8","1","talk4now.com (8)","""Talk4Now"" language exchange LinkedIn Instagram Facebook X official app store talk4now.com"
"language official/social deep-dive","meetalk","official/social profile","20219615e8535d8f6c2863484be5619f","8","6","play.google.com (3) | apkpure.net (1) | apps.apple.com (1) | meetalk.net (1) | note.com (1)","meeTalk language exchange app LinkedIn Instagram Facebook Google Play official"
"language official/social deep-dive","langpal","official/social profile","b9fe38760117a2a5530665d789a525b7","8","3","apps.apple.com (5) | langpal.ai (2) | langpal.com.hk (1)","LangPal language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","matchalingua","official/social profile","0081d2c7797aa530781586034a653896","8","5","apps.apple.com (3) | play.google.com (2) | foxylingo.app (1) | langmatch.app (1) | matchlingue.com (1)","""MatchaLingua"" language exchange LinkedIn Instagram Facebook App Store Google Play official"
"language official/social deep-dive","slowly","official/social profile","ae2a26596ef1ddde331921e751d4a418","8","3","play.google.com (4) | apps.apple.com (3) | slowly.app (1)","Slowly app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","fluentpal","official/social profile","67b2b4490afe216d79b39029dd12a95c","8","4","play.google.com (3) | apps.apple.com (2) | fluentpal.net (2) | fluentpal.app (1)","""FluentPal"" language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","roamchat","official/social profile","bbc6862cfa2ff90f46d2e60e0896ef68","8","7","prnewswire.com (2) | ai-watch.jp (1) | billhartzer.com (1) | briefglance.com (1) | martechasia.net (1)","""RoamChat"" AI roaming social platform LinkedIn Instagram X App Store Google Play official RoamChat"
"language official/social deep-dive","lingbe","official/social profile","546b29bab427cf1fd24528641704a4e2","8","3","apps.apple.com (5) | play.google.com (2) | lingbe.com (1)","Lingbe language exchange app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","speakyparrot","official/social profile","1d8a8815323680b9b272f93b3ae6f218","8","6","speaky.com (2) | speakyparrot.com (2) | apps.apple.com (1) | github.com (1) | play.google.com (1)","""SpeakyParrot"" language exchange app LinkedIn Instagram Facebook App Store Google Play official speakyparrot.com"
"language official/social deep-dive","fluently","official/social profile","212f0cad9e7af25a5b7619c8954f90a0","8","5","apps.apple.com (4) | askai.glarity.app (1) | linkedin.com (1) | playkit.beehiiv.com (1) | socialgrowthengineers.com (1)","Fluently chat language exchange LinkedIn Instagram TikTok App Store Google Play official"
