"来源层","查询ID","类别","requestId","结果数","唯一域名数","头部来源域名","查询语句"
"official/social pass","irl_social_handles","official/social profile","3bca75e08bcffc7351493dc271949956","15","10","apps.apple.com (4) | play.google.com (3) | androidrank.org (1) | appbrain.com (1) | linkedin.com (1)","official Instagram TikTok X Twitter Facebook YouTube 222 Pie Timeleft Partiful Breeze WeRoad Meet5 Thursday IRL social app social media"
"language growth/channel deep-dive","conversation_exchange_growth","company","cfa29d7a9efaf2ae0b1aaeb411127109","8","8","blablalanguageexchange.com (1) | conversationexchange.com (1) | intlcafe.io (1) | languageconvo.com (1) | lingopraxis.com (1)","Conversation Exchange language exchange website app users traffic SEO app store social media growth"
"language growth/channel deep-dive","sewayou_growth","company","8dc5d0bd75da7d4ae94f80220ade4b2c","8","8","aloyou.app (1) | conversationexchange.com (1) | intlcafe.io (1) | needyou.app (1) | plang.ai (1)","SewaYou language exchange app nearby face to face users App Store Google Play growth social media"
"language growth/channel deep-dive","talk4now_growth","company","52217ebb8762b20a7e8c315782e076f6","8","8","intlcafe.io (1) | pertalks.group (1) | sewayou.com (1) | talk4now.com (1) | talkabroad.com (1)","Talk4Now language exchange app users launch app store social media growth channel"
"language growth/channel deep-dive","meetalk_growth","company","33de380356c2f0419adb87ff671da156","8","8","hellotalk.com (1) | intlcafe.io (1) | lingopraxis.com (1) | meet2talk.online (1) | meetalk.com (1)","meeTalk language exchange app users app store google play social media growth channel"
"language growth/channel deep-dive","langpal_growth","company","79eace51a3dc34350c657faca6ad1012","8","8","chatterboxlabs.io (1) | ezspeak.ai (1) | fluentpal.net (1) | lang-pal.com (1) | langclub.live (1)","LangPal AI language learning chat app users app store growth community"
"language growth/channel deep-dive","matchalingua_growth","company","07153fa383afd050146e0b21b9c1ca5c","8","8","elitelingo.app (1) | fluentpal.net (1) | howdoyou.do (1) | linguado.com (1) | matchalingua.com (1)","MatchaLingua language partners nearby app users launch app store social media"
"language growth/channel deep-dive","roamchat_growth","news","eb36e863b34aefd58d09d3aac46bc5f4","8","8","billhartzer.com (1) | briefglance.com (1) | finance.biggo.com (1) | locanucu.com (1) | moneycompass.com.my (1)","RoamChat AI roaming social platform language translation launch users app store growth"
"language growth/channel deep-dive","speakyparrot_growth","company","cca184c3e4403fc6c11e03d3ad81e111","8","8","beespeaker.com (1) | fluently.chat (1) | lingopraxis.com (1) | linguado.com (1) | speakingpartner.id (1)","SpeakyParrot native speaker language exchange app users live sessions growth app store"
"language growth/channel deep-dive","fluently_growth","company","fd700293875dd7a778680e04be8e1683","8","8","conversationexchange.com (1) | fluently.academy (1) | fluently.chat (1) | fluentworlds.com (1) | getfluently.app (1)","Fluently chat live language exchange native speakers users app store growth social media"
"language growth/channel deep-dive","lingbe_growth","company","d86ddcb90ca9ffd11548b183574e5a59","8","8","beespeaker.com (1) | fluently.chat (1) | lingbe.com (1) | lingopraxis.com (1) | linguado.com (1)","Lingbe language exchange app users downloads app store google play growth native speakers"
"language growth/channel deep-dive","slowly_growth","company","96b8d4e3e7e8ede23237f0866d334971","8","8","conversationexchange.com (1) | hellopal.com (1) | hellotalk.com (1) | langly.ai (1) | lingopraxis.com (1)","Slowly pen pal app users downloads awards app store growth community language exchange"
"language growth/channel deep-dive","lingopraxis_growth","company","c3cf7cc672feaaa8148c094bb3ce41ab","8","8","intlcafe.io (1) | lingolooper.com (1) | lingopanda.app (1) | lingopraxis.com (1) | lingoquesto.com (1)","LingoPraxis language exchange speaking club app store google play telegram users growth"
"language official/social deep-dive","tandem","official/social profile","64f09eff7a29935ee21029f94464d5b8","8","4","play.google.com (4) | apps.apple.com (2) | linkedin.com (1) | tandem.net (1)","Tandem language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","hilokal","official/social profile","41b42dc16be8a2bdfd2655ae004fdb2d","8","4","play.google.com (3) | apps.apple.com (2) | hilokal.com (2) | linkedin.com (1)","Hilokal language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","sewayou","official/social profile","4113154eca2690e8d81c04a60afc7231","8","3","play.google.com (5) | apps.apple.com (2) | sewayou.com (1)","SewaYou language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","conversation-exchange","official/social profile","bbee1076d6ded338042186d25528070f","8","2","conversationexchange.com (7) | linkedin.com (1)","""Conversation Exchange"" language exchange LinkedIn Facebook Instagram X official website conversationexchange.com"
"language official/social deep-dive","talk4now","official/social profile","28f5795fbaee74baa1c08467767aecda","8","1","talk4now.com (8)","""Talk4Now"" language exchange LinkedIn Instagram Facebook X official app store talk4now.com"
"language official/social deep-dive","meetalk","official/social profile","12bcd5ae641e4c617305ae0b58c9b29f","8","7","play.google.com (2) | apps.apple.com (1) | chrome-stats.com (1) | iphone.308413110.com (1) | maryandmax.com (1)","meeTalk language exchange app LinkedIn Instagram Facebook Google Play official"
"language official/social deep-dive","langpal","official/social profile","6d3bfb3633c4d49bfa9cab481010fbb2","8","3","apps.apple.com (5) | langpal.ai (2) | langpal.com.hk (1)","LangPal language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","matchalingua","official/social profile","deec35e32bf4dd1ba522eaa0758349f6","8","4","apps.apple.com (4) | play.google.com (2) | langmatch.app (1) | matchlingue.com (1)","""MatchaLingua"" language exchange LinkedIn Instagram Facebook App Store Google Play official"
"language official/social deep-dive","slowly","official/social profile","c843d904a26a528e71fa1c37b8b11cd6","8","3","play.google.com (4) | apps.apple.com (2) | slowly.app (2)","Slowly app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","fluentpal","official/social profile","f1d8f3a07ecd93ce17901f316d535608","8","4","play.google.com (3) | apps.apple.com (2) | fluentpal.net (2) | linkedin.com (1)","""FluentPal"" language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","roamchat","official/social profile","85c5dd9632ec5bf758c1efdfbf71dbaa","8","7","prnewswire.com (2) | ai-watch.jp (1) | billhartzer.com (1) | briefglance.com (1) | martechasia.net (1)","""RoamChat"" AI roaming social platform LinkedIn Instagram X App Store Google Play official RoamChat"
"language official/social deep-dive","lingbe","official/social profile","564695053f23a347438141eec8b441bf","8","3","apps.apple.com (5) | play.google.com (2) | lingbe.com (1)","Lingbe language exchange app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","speakyparrot","official/social profile","db612cd5ea1d594b20b1e6239800aca5","8","6","speaky.com (2) | speakyparrot.com (2) | apps.apple.com (1) | github.com (1) | play.google.com (1)","""SpeakyParrot"" language exchange app LinkedIn Instagram Facebook App Store Google Play official speakyparrot.com"
"language official/social deep-dive","fluently","official/social profile","1c113f930c4574ce718084c3d5c5a750","8","4","apps.apple.com (5) | linkedin.com (1) | play.google.com (1) | playkit.beehiiv.com (1)","Fluently chat language exchange LinkedIn Instagram TikTok App Store Google Play official"
