"来源层","查询ID","类别","requestId","结果数","唯一域名数","头部来源域名","查询语句"
"main research","ai_dating_irl_news","news","fcf77c3e15442944fd223829ce9ae04d","12","9","techcrunch.com (3) | globaldatinginsights.com (2) | businesswire.com (1) | dnyuz.com (1) | independent.co.uk (1)","AI dating app offline dates anti swiping IRL meetups funding launch 2024 2025 2026 Breeze Hinge Tinder Bumble Thursday dating app"
"main research","group_travel_irl_news","news","c6300e72285190d46d5f910633035cec","12","11","newmarketpitch.com (2) | api.finexus.net (1) | eu-startups.com (1) | pulse2.com (1) | rentalscaleup.com (1)","group travel social app funding 2024 2025 2026 WeRoad Airbnb millennials Gen Z strangers travel friends community"
"main research","local_activity_social_companies","company","92752f15d526ac00d624f522a984a555","12","12","aglow.life (1) | bridgeme.app (1) | encoredays.com (1) | getsaturday.com (1) | meet5.club (1)","local activity social apps meet new friends over 40 Gen X group activities IRL social app Meet5 Aglow Luma Posh Plots Saturday"
"main research","offline_social_company_boundary","company","d86e0f1729f1c6aad9cabc50056647ea","12","12","aroundme.co (1) | getpie.app (1) | getsaturday.com (1) | lomo.social (1) | meetwitheve.com (1)","companies offline social app events meetups friends Partiful Plots Saturday Posh Luma Timeleft 222 Pie AI matching"
"main research","ai_companion_research","research paper","d8e12e603928e2034939bf51c4d02169","12","4","arxiv.org (8) | sciencedirect.com (2) | frontiersin.org (1) | link.springer.com (1)","AI companion social relationships loneliness teens Replika Character.AI Nomi research paper 2024 2025 2026"
"main research","offline_loneliness_research","research paper","fae6f59d48eb83a98e7ff87887749a83","12","6","link.springer.com (3) | sciencedirect.com (3) | mdpi.com (2) | pmc.ncbi.nlm.nih.gov (2) | frontiersin.org (1)","offline social connection loneliness social apps algorithmic matching in-person meetups research 2024 2025 2026"
"main research","consumer_ai_financial_reports","financial report","6dd40bfc540961ae9e22c54f26aa87d9","0","0","","AI companion apps revenue report 2025 Character.AI Replika PolyBuzz Chai Talkie Pengu consumer AI app market"
"main research","app_market_reports","financial report","1ff9c2700025b6db18975e0eeed2b9ec","12","1","sec.gov (12)","consumer AI app market report AI companion app revenue downloads 2024 2025 Sensor Tower Appfigures data.ai financial report"
"main research","consumer_ai_app_rankings","financial report","b5d631e10c87c91ebefec60f80b58865","12","1","sec.gov (12)","top consumer generative AI apps rankings AI companion mobile app downloads revenue report 2025 2026 Andreessen Sensor Tower Appfigures"
"main research","ai_social_revenue_download_reports","financial report","fb32048d93370d72218ee693fe881298","12","1","sec.gov (12)","AI social app AI companion app revenue downloads report 2026 China overseas Talkie PolyBuzz HiWaifu Linky Character.AI Replika Sensor Tower Appfigures"
"main research","founder_people_background","people","e6611d1eb2b64217d3690b0ff9c96130","12","1","linkedin.com (12)","founders of AI social apps 222 Pie Butterflies Daze Status AI Tolan Born Pengu background investors"
"main research","offline_social_founders_people","people","b07abf76aec3e3343eea3640ec9ff4f9","12","1","linkedin.com (12)","founders 222 Pie Timeleft offline social app AI matching friends dinner strangers founder background investors"
"official/social pass","language_social_profiles","official/social profile","5553a8d163d760148d8fd376f6510e30","15","6","play.google.com (8) | apps.apple.com (2) | hellotalk.com (2) | hilokal.com (1) | linkedin.com (1)","official website LinkedIn Instagram App Store Google Play HelloTalk Tandem Hilokal SewaYou language exchange app"
"official/social pass","language_social_profiles_more","official/social profile","050a0b299d2b25b0da1d3c846eab2653","15","5","play.google.com (7) | apps.apple.com (5) | conversationexchange.com (1) | linkedin.com (1) | slowly.app (1)","official website LinkedIn Instagram App Store Google Play Slowly Linguado LangPal MatchaLingua Conversation Exchange language exchange app"
"official/social pass","ai_companion_social_profiles","official/social profile","3668da50590b991c9d90a7e588aa6898","15","3","play.google.com (9) | apps.apple.com (5) | replika.com (1)","official website LinkedIn Instagram TikTok X Discord App Store Google Play Character.AI Replika Chai Talkie Tolan Dippy PolyBuzz HiWaifu AI companion app"
"official/social pass","irl_social_profiles","official/social profile","1fed6b4c8c21bc3d6f97b7f864b8bd0e","15","8","apps.apple.com (5) | apprecs.com (2) | soren.social (2) | timeleft.com (2) | linkedin.com (1)","official website LinkedIn Instagram TikTok X App Store 222 Pie Timeleft Partiful Breeze WeRoad MeetMux Aglow Life Paxmeet Thursday IRL social app"
"official/social pass","ai_social_official_gap_profiles","official/social profile","5bc2ef07fab41f6de324ee84578bbc9c","15","5","apps.apple.com (9) | play.google.com (3) | app-download.com (1) | born.com (1) | statusai.com (1)","official website App Store Google Play LinkedIn Instagram Discord Status AI Butterflies AI Daze Shapes Born Pengu AI social app"
"official/social pass","irl_official_gap_profiles","official/social profile","d0dad71993905abfbaa86ff39d5e5568","14","6","play.google.com (8) | apps.apple.com (2) | linkedin.com (1) | meet5.com (1) | startupintros.com (1)","official website App Store Google Play LinkedIn Instagram Meet5 Thursday Breeze Aglow Life Partiful WeRoad IRL dating social app"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","651b62e8e1c0475a619e59cae1d6ccc3","15","5","play.google.com (8) | apps.apple.com (4) | conversationexchange.com (1) | fluentpal.net (1) | lingbe.com (1)","official website App Store Google Play LinkedIn Conversation Exchange Talk4Now meeTalk LangPal MatchaLingua FluentPal Lingbe SpeakyParrot Fluently language exchange app"
"official/social pass","language_social_handles","official/social profile","53c506646bd7fe013b1bb0069ee9199c","15","7","play.google.com (6) | apps.apple.com (2) | hellotalk.com (2) | sewayou.com (2) | hilokal.com (1)","official Instagram TikTok X Twitter Facebook YouTube HelloTalk Tandem Hilokal SewaYou Slowly Linguado language exchange app social media"
"official/social pass","ai_social_handles","official/social profile","2c8a6e8305d4ef2b8ee5174f09986305","11","4","tiktok.com (7) | play.google.com (2) | character.ai (1) | youtube.com (1)","official Instagram TikTok X Twitter Discord YouTube Character.AI Replika Chai Talkie Dippy PolyBuzz Status AI Butterflies AI Daze social media"
"official/social pass","irl_social_handles","official/social profile","9cbd8ffac7cf08fdd584571d9199c307","15","15","androidrank.org (1) | appbrain.com (1) | apps.apple.com (1) | businessreviewlive.com (1) | cryptifynow.com (1)","official Instagram TikTok X Twitter Facebook YouTube 222 Pie Timeleft Partiful Breeze WeRoad Meet5 Thursday IRL social app social media"
"language growth/channel deep-dive","conversation_exchange_growth","company","2b180889b834bd60b5eee84dad19db41","8","8","conversationexchange.com (1) | inatlantis.com (1) | lingopraxis.com (1) | mylanguageexchange.com (1) | sewayou.com (1)","Conversation Exchange language exchange website app users traffic SEO app store social media growth"
"language growth/channel deep-dive","sewayou_growth","company","e1c4583d7c519b17836f7e3da9f628ad","8","8","aloyou.app (1) | apptuitive.tech (1) | intlcafe.io (1) | needyou.app (1) | plang.ai (1)","SewaYou language exchange app nearby face to face users App Store Google Play growth social media"
"language growth/channel deep-dive","talk4now_growth","company","115620fb59f217ffeaa4c744aea6703b","8","8","intlcafe.io (1) | pertalks.group (1) | sewayou.com (1) | talk4now.com (1) | talkabroad.com (1)","Talk4Now language exchange app users launch app store social media growth channel"
"language growth/channel deep-dive","meetalk_growth","company","6ce7adb8baac7381b8d5a4dd4dff6c9f","8","8","gomeetalk.com (1) | hellotalk.com (1) | intlcafe.io (1) | meet2talk.online (1) | meetalk.com (1)","meeTalk language exchange app users app store google play social media growth channel"
"language growth/channel deep-dive","langpal_growth","company","1ec3538b7244850655c5e4726c186697","8","8","chatterboxlabs.io (1) | ezspeak.ai (1) | fluentpal.net (1) | lang-pal.com (1) | langclub.live (1)","LangPal AI language learning chat app users app store growth community"
"language growth/channel deep-dive","matchalingua_growth","company","ae964c90c3dba716baf77baf39c8a281","8","8","citizenchat.com (1) | elitelingo.app (1) | fluentpal.net (1) | lang-pal.com (1) | matchalingua.com (1)","MatchaLingua language partners nearby app users launch app store social media"
"language growth/channel deep-dive","roamchat_growth","news","1bf461deb023ba2f120061736c89599d","8","8","billhartzer.com (1) | briefglance.com (1) | finance.yahoo.com (1) | iza.ne.jp (1) | locanucu.com (1)","RoamChat AI roaming social platform language translation launch users app store growth"
"language growth/channel deep-dive","speakyparrot_growth","company","2f240abbbe09c9cbb043884221b2b65f","8","8","beespeaker.com (1) | fluently.chat (1) | lingopraxis.com (1) | linguado.com (1) | speakingpartner.id (1)","SpeakyParrot native speaker language exchange app users live sessions growth app store"
"language growth/channel deep-dive","fluently_growth","company","3a225d9d7c3361699dd1d3b78c068070","8","8","conversationexchange.com (1) | fluently.chat (1) | fluentworlds.com (1) | getfluently.app (1) | howdoyou.do (1)","Fluently chat live language exchange native speakers users app store growth social media"
"language growth/channel deep-dive","lingbe_growth","company","8a9cf93efc6b207a2c01d4b51927fd92","8","8","elitelingo.app (1) | fluently.chat (1) | lingbe.com (1) | lingopanda.app (1) | lingopraxis.com (1)","Lingbe language exchange app users downloads app store google play growth native speakers"
"language growth/channel deep-dive","slowly_growth","company","b05a426c97a8efe34f0462d1c102b833","8","8","conversationexchange.com (1) | funeasylearn.com (1) | langly.ai (1) | lingopraxis.com (1) | penpal.me (1)","Slowly pen pal app users downloads awards app store growth community language exchange"
"language growth/channel deep-dive","lingopraxis_growth","company","b41b35f012a924ccd1742aef67f2a148","8","8","intlcafe.io (1) | lingolooper.com (1) | lingopraxis.com (1) | lingoquesto.com (1) | linguado.com (1)","LingoPraxis language exchange speaking club app store google play telegram users growth"
"language official/social deep-dive","tandem","official/social profile","10177edcd77c5ff89cfafeb798b6e1a6","8","4","play.google.com (4) | tandem.net (2) | apps.apple.com (1) | linkedin.com (1)","Tandem language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","hilokal","official/social profile","d900b9d9bb1e1831a452738c3b4e9e48","8","4","play.google.com (4) | apps.apple.com (2) | hilokal.com (1) | linkedin.com (1)","Hilokal language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","sewayou","official/social profile","6ddc9f14f692dc3493035c107ab3e03e","8","3","play.google.com (5) | sewayou.com (2) | apps.apple.com (1)","SewaYou language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","conversation-exchange","official/social profile","2caa0ede82de410d2fd04b031869056a","8","2","conversationexchange.com (7) | linkedin.com (1)","""Conversation Exchange"" language exchange LinkedIn Facebook Instagram X official website conversationexchange.com"
"language official/social deep-dive","talk4now","official/social profile","d1bbdc10d2089b8fe903c3d559097ac4","8","1","talk4now.com (8)","""Talk4Now"" language exchange LinkedIn Instagram Facebook X official app store talk4now.com"
"language official/social deep-dive","meetalk","official/social profile","ee775e357547a251f59542ddbeee5a7c","8","6","play.google.com (3) | apkpure.net (1) | chrome-stats.com (1) | linkedin.com (1) | meetalk.net (1)","meeTalk language exchange app LinkedIn Instagram Facebook Google Play official"
"language official/social deep-dive","langpal","official/social profile","58e1577b075e6919b34335d9aaa3683d","8","3","apps.apple.com (5) | langpal.ai (2) | langpal.com.hk (1)","LangPal language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","matchalingua","official/social profile","c0695783cbf6806d5d6766ad3c281f55","8","5","apps.apple.com (3) | play.google.com (2) | langmatch.app (1) | linkedin.com (1) | matchlingue.com (1)","""MatchaLingua"" language exchange LinkedIn Instagram Facebook App Store Google Play official"
"language official/social deep-dive","slowly","official/social profile","9e706990b5f7a1a604dd1c5ec4670eea","7","3","apps.apple.com (3) | play.google.com (3) | slowly.app (1)","Slowly app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","fluentpal","official/social profile","e36312f5d6ed6c458c508f7371724c57","8","4","apps.apple.com (3) | play.google.com (3) | fluentpal.net (1) | linkedin.com (1)","""FluentPal"" language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","roamchat","official/social profile","120c3c00c0c5c6d094a2528c7a50aa5c","8","7","prnewswire.com (2) | ai-watch.jp (1) | billhartzer.com (1) | briefglance.com (1) | martechasia.net (1)","""RoamChat"" AI roaming social platform LinkedIn Instagram X App Store Google Play official RoamChat"
"language official/social deep-dive","lingbe","official/social profile","8c5ac59957fb7b173b1d4bc1bcdf45a0","8","3","apps.apple.com (5) | play.google.com (2) | lingbe.com (1)","Lingbe language exchange app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","speakyparrot","official/social profile","0560acd7dc45890c060aa1be6904b766","8","6","speakyparrot.com (3) | apps.apple.com (1) | github.com (1) | linkedin.com (1) | play.google.com (1)","""SpeakyParrot"" language exchange app LinkedIn Instagram Facebook App Store Google Play official speakyparrot.com"
"language official/social deep-dive","fluently","official/social profile","af0f7b9f8983bcfa466fcac11217efbb","8","4","apps.apple.com (3) | play.google.com (3) | fluently.chat (1) | linkedin.com (1)","Fluently chat language exchange LinkedIn Instagram TikTok App Store Google Play official"
