"来源层","查询ID","类别","requestId","关联状态","复核层级","复核结论","匹配实体","匹配类型","复核原因","发布日期","原始标题","URL"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","MatchaLingua","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-16T00:00:00.000Z","MatchaLingua","https://matchalingua.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","Linguado","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Linguado","https://linguado.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","SewaYou | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-02T00:00:00.000Z","SewaYou","https://sewayou.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","LangPal","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-01T00:00:00.000Z","LangPal","https://lang-pal.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","Tandem | Conversation Exchange","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-21T00:00:00.000Z","Tandem","https://tandem.net/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","FluentPal | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","FluentPal Ltd","https://fluentpal.net/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","Talk4Now | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","Talk4Now","https://talk4now.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","Conversation Exchange","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-23T00:00:00.000Z","Conversation Exchange","https://conversationexchange.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","Hilokal | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-23T00:00:00.000Z","Hilokal","https://hilokal.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","linked","linked","已关联","HelloTalk","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T00:00:00.000Z","HelloTalk","https://hellotalk.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-26T00:00:00.000Z","LingoPraxis - English Speaking Club","https://lingopraxis.com/"
"main research","new_language_exchange_companies","company","164edbed3bbb273b4dbee6c0f0bdaf0d","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-29T00:00:00.000Z","Conversifi","https://conversifi.com/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Status AI | Friend | Fai Nur","official/social evidence | funding candidate review | residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-05-19T14:00:00.000Z","Forget the feed: Status AI raises $17M to turn social media into interactive entertainment | TechCrunch","https://techcrunch.com/2026/05/19/gamified-social-media-network-status-announces-17m-funding-to-help-usher-in-new-era-of-social-networking/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Born / Pengu | Friend | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-10T13:00:00.000Z","AI gaming startup Born raises $15M to build 'social' AI companions that combat loneliness | TechCrunch","https://techcrunch.com/2025/09/10/born-maker-of-virtual-pet-pengu-raises-15m-to-launch-a-new-wave-of-social-ai-companions/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Tolan / Portola | Tolan | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-07-07T17:26:11.000Z","AI companionship app Tolan raises $20M to help more people grow with a virtual alien friend – GeekWire","https://www.geekwire.com/2025/ai-companionship-app-tolan-raises-20m-to-help-more-people-grow-with-a-virtual-alien-friend/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2024-06-18T16:00:00.000Z","Former Snap engineer launches Butterflies, a social network where AIs and humans coexist | TechCrunch","https://techcrunch.com/2024/06/18/former-snap-engineer-launches-butterflies-a-social-network-where-ais-and-humans-coexist/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Character.AI / Replika / Chai | Dippy AI","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-10-23T00:00:00.000Z","Dippy AI launches censorship-free, proactive AI Companions – Intelligent CIO North America","https://www.intelligentcio.com/north-america/2024/10/23/dippy-ai-launches-censorship-free-proactive-ai-companions/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2024-06-18T18:49:43.000Z","AIs are coming for social networks | The Verge","https://www.theverge.com/2024/6/18/24181196/butterflies-app-ai-chatbots-social-media"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Character.AI / Replika / Chai | Born / Pengu | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-10T15:22:59.000Z","Accel backs ‘co-parenting’ AI companion app in $15m Series A | Sifted","https://sifted.eu/articles/born-15m-series-a"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Born / Pengu | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-06-20T14:00:00.000Z","Pengu creator Slay raises $5M for social gaming platform - GamesBeat","https://gamesbeat.com/pengu-creator-slay-raises-5m-for-social-gaming-platform/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Butterflies AI | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-06-19T21:22:36.000Z","Butterflies AI Raises $4.8M in Seed Funding","https://www.finsmes.com/2024/06/butterflies-ai-raises-4-8m-in-seed-funding.html"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Character.AI / Replika / Chai | Born / Pengu","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-09-12T11:09:00.000Z","AI-powered Pengu app maker Born raises $15m | PocketGamer.biz","https://www.pocketgamer.biz/ai-powered-pengu-app-maker-born-raises-15m/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Butterflies AI","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2024-08-29T13:00:00.000Z","Social network Butterflies AI adds a feature that turns you into an AI character | TechCrunch","https://techcrunch.com/2024/08/29/social-network-butterflies-ai-adds-a-feature-that-turns-you-into-an-ai-character/"
"main research","ai_social_funding_news","news","82d6d5c047907a9799dbc2b9a820d8ec","linked","linked","已关联","Status AI | Fai Nur","official/social evidence | residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-05-21T14:24:21.000Z","Status AI Raises $17M To Make Social Media More Interactive - UrbanGeekz","https://urbangeekz.com/2026/05/status-ai-raises-17m-to-make-social-media-more-interactive/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | Known | Janitor AI / DreamGF / EverAI | Janitor AI","official/social evidence | product matrix | funding candidate review | discovery review | candidate review","已关联到主表、时间线或官方/社媒证据。","2025-08-20T15:10:09.000Z","Character.AI in talks to sell or raise new funding as chatbot costs pile up - Tech Startups","https://techstartups.com/2025/08/20/character-ai-in-talks-to-sell-or-raise-new-funding-as-chatbot-costs-pile-up/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Caveduck / Charms / Pictoria / CODE27 | Caveduck","product matrix | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-02T00:56:56.000Z","Caveduck's $3.2M Series A Validates the AI Roleplay Creator Economy | StartupXO","https://startupxo.com/en/news/2026/04/caveduck-s-3-2m-series-a-validates-the-ai-roleplay-creator-economy/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Shapes","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-05T08:25:04.000Z","Shapes Secures $8M to Bring AI Characters Into Human Group Conversations","https://theaiinsider.tech/2026/05/05/shapes-secures-8m-to-bring-ai-characters-into-human-group-conversations/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Kindroid / Nomi / Blush","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-06-14T09:08:16.000Z","AI Chat App Zeta Drives Scatter Lab to 50 Billion Won Funding Round - Seoul Economic Daily","https://en.sedaily.com/news/2026/06/14/ai-chat-app-zeta-drives-scatter-lab-to-50-billion-won"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Caveduck / Charms / Pictoria / CODE27 | Charms","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-12T13:00:00.000Z","Charms closes $1.5M pre-seed to launch the AI character economy | TechCrunch","https://techcrunch.com/press-release/charms-closes-1-5m-pre-seed-to-launch-the-ai-character-economy/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Caveduck / Charms / Pictoria / CODE27 | Pictoria","product matrix | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-29T10:54:00.000Z","Pictoria secures ¥330M for AI character expansion","https://itbusinesstoday.com/tech/ai/pictoria-closes-%c2%a5330m-round-for-ai-character-business/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Caveduck / Charms / Pictoria / CODE27 | Pictoria | Friend","product matrix | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T11:29:37.000Z","Pictoria Raises $2 Million to Expand AI Character Business - OHYASHIMA","https://ohyashima.com/business/pictoria-raises-2-million-to-expand-ai-character-business/"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2023-03-23T00:00:00.000Z","Personalized Superintelligence Platform Character.AI Secures $150M in Series A Funding Led by Andreessen Horowitz","https://www.businesswire.com/news/home/20230323005299/en/Personalized-Superintelligence-Platform-Character.AI-Secures-%24150M-in-Series-A-Funding-Led-by-Andreessen-Horowitz"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Caveduck / Charms / Pictoria / CODE27","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-03-28T14:34:30.000Z","CODE27 Secures Over $10 Million in Funding to Build","https://www.globenewswire.com/news-release/2026/03/28/3264181/0/en/CODE27-Secures-Over-10-Million-in-Funding-to-Build-Immersive-Interactive-Character-Companion-Hardware.html"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-06-09T04:13:05.000Z","Character-Driven Behavior Change Platform “Charamix” Raises ¥100 Million from Headline Asia – BRIDGE","https://thebridge.jp/en/2026/06/character-driven-behavior-change-platform-charamix-raises-%c2%a5100-million-from-headline-asia"
"main research","ai_companion_roleplay_funding_news","news","2651aaf5b76df80a424e15a67e920f17","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-28T04:00:00.000Z","Japan's AI Companions Just Went Mainstream | AI in Asia","https://aiinasia.com/life/japan-ai-companion-apps-mainstream-life-2026-04-28"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai | Caveduck / Charms / Pictoria / CODE27 | Charms | Known","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-26T00:00:00.000Z","Character.ai","https://character.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Kindroid / Nomi / Blush","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Kindroid","https://kindroid.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai | Known | SocialAI / Oasiz","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-05-20T00:00:00.000Z","CHAI","https://chai.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-25T00:00:00.000Z","Replika","https://replika.com/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","PolyBuzz / HiWaifu / Linky | PolyBuzz","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","PolyBuzz","https://polyai.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Janitor AI / DreamGF / EverAI | Janitor AI","discovery review | candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Janitor AI","https://janitor-ai.org/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Talkie / MiniMax","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Talkie","https://talkie-ai.com/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-23T00:00:00.000Z","Luka","https://luka.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Kindred Labs","https://kindredlabs.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Blush AI","https://blush.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Talkie / MiniMax","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Talkie.ai","https://talkie.ai/"
"main research","mature_ai_companion_products","company","42f5cd2eca32eb036a2323c5e7ea4c8f","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-22T00:00:00.000Z","REPLIKA","https://linkedin.com/company/replika01"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-03-23T10:42:31.000Z","eSafety report shows AI companions are putting children at risk | eSafety Commissioner","https://www.esafety.gov.au/newsroom/media-releases/esafety-report-shows-ai-companions-are-putting-children-at-risk"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-30T23:28:00.000Z","CHAI AI, Backed by CoreWeave and AMD, Hits $80M ARR with talks of $2.4B Valuation","https://www.prnewswire.com/news-releases/chai-ai-backed-by-coreweave-and-amd-hits-80m-arr-with-talks-of-2-4b-valuation-302759626.html"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Shapes | Character.AI / Replika / Chai | PolyBuzz / HiWaifu / Linky | PolyBuzz | Known","official/social evidence | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-08T00:26:40.000Z","AI companion app revenue up 30 percent, Zeta tops growth ranking","https://www.digitaltoday.co.kr/en/view/46285/ai-companion-app-revenue-up-30-percent-zeta-tops-growth-ranking"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | Talkie / MiniMax","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-06-10T12:58:38.000Z","As Pennsylvania Cracks Down on AI, Multiple Chatbots Continue to Pose as Doctors","https://www.insurancejournal.com/news/east/2026/06/10/873188.htm"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-08-21T17:37:00.000Z","Character.AI Weighs Sale or New Funding Amid Legal and Cost Pressures","https://www.ainews.com/p/character-ai-weighs-sale-or-new-funding-amid-legal-and-cost-pressures"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-08-20T19:20:57.000Z","PYMNTS | Character.AI Explores Sale or New Funding Amid Rising Costs","https://www.pymnts.com/news/artificial-intelligence/2025/character-ai-explores-sale-or-new-funding-amid-rising-costs/"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Known | Janitor AI / DreamGF / EverAI | Janitor AI","official/social evidence | funding candidate review | discovery review | candidate review","已关联到主表、时间线或官方/社媒证据。","2025-08-20T15:10:09.000Z","Character.AI in talks to sell or raise new funding as chatbot costs pile up - Tech Startups","https://techstartups.com/2025/08/20/character-ai-in-talks-to-sell-or-raise-new-funding-as-chatbot-costs-pile-up/"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | Talkie / MiniMax","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-06-08T10:28:55.000Z","As Pennsylvania cracks down on AI, multiple chatbots continue to pose as doctors - AOL","https://www.aol.com/news/pennsylvania-cracks-down-ai-multiple-102855600.html"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | Talkie / MiniMax","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-06-08T18:09:06.000Z","As Pennsylvania cracks down on AI, multiple chatbots continue to pose as doctors – WBOY.com","https://www.wboy.com/technology/ap-as-pennsylvania-cracks-down-on-ai-multiple-chatbots-continue-to-pose-as-doctors/"
"main research","mature_ai_companion_news","news","375c582ef14eeac7d72e1c22d9828dff","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-07-24T08:00:00.000Z","AI boyfriends from Replika and Nomi are attracting more women","https://www.axios.com/2024/07/24/ai-boyfriend-replika-nomi-chatbot"
