"复核层级","复核结论","优先级","查询ID","类别","缺口数","已深挖候选数","已分流信号数","剩余数","处理状态","深挖结论","信号分流结论","下一步动作","原因","深挖候选","已分流信号","示例"
"signal-candidate","信号复核","medium","language_exchange_long_tail","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Ling: https://ling-app.com/"
"signal-candidate","信号复核","medium","offline_social_company_boundary","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Offlyn: https://offlyn.life/"
"signal-candidate","信号复核","medium","offline_social_founders_people","people","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Andrew Roth: https://linkedin.com/in/andrew-roth43"
"signal-candidate","信号复核","medium","slowly_growth","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Langly Inc.: https://langly.ai/"
"background-source","背景留档","low","ai_social_revenue_download_reports","financial report","7","0","0","7","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","EX-99.1: https://www.sec.gov/Archives/edgar/data/1610601/000119312526112578/d115842dex991.htm | R56.htm: https://www.sec.gov/Archives/edgar/data/1610601/000119312526183444/R56.htm | Tm2614328d1 ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1728190/000110465926058936/tm2614328d1_ex99-1.htm"
"background-source","背景留档","low","app_market_reports","financial report","7","0","0","7","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","Document: https://www.sec.gov/Archives/edgar/data/317788/000162828025031557/form8-kxexhibit991q4fy2025.htm | a360q224resultspresentat: https://www.sec.gov/Archives/edgar/data/1581760/000158176024000082/a360q224resultspresentat.htm | a360q125resultspresentat: https://www.sec.gov/Archives/edgar/data/1581760/000158176025000108/a360q125resultspresentat.htm"
"background-source","背景留档","low","consumer_ai_financial_reports","financial report","7","0","0","7","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","Ea028122301ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1859199/000121390026026662/ea028122301ex99-1.htm | EX-99.1: https://www.sec.gov/Archives/edgar/data/1803901/000119312526058146/talk-ex99_1.htm | Ex99 1.htm: https://www.sec.gov/Archives/edgar/data/2058584/000149315226006949/ex99-1.htm"
"background-source","背景留档","low","offline_loneliness_research","research paper","7","0","0","7","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","Affective reactivity to upward social comparisons rather than social media use predicts increases in early adolescents’ depressive symptoms | Scientific Reports: https://www.nature.com/articles/s41598-026-58879-z | [2604.04351] Untitled Document: https://arxiv.org/pdf/2604.04351 | Too vulnerable to resist: Problematic use of dating apps associated with social appearance anxiety, social interaction anxiety, and rejection sensitivity: https://www.sciencedirect.com/science/article/abs/pii/S0747563225000135"
"background-source","背景留档","low","consumer_ai_app_rankings","financial report","5","0","0","5","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","a360q224resultspresentat: https://www.sec.gov/Archives/edgar/data/1581760/000158176024000082/a360q224resultspresentat.htm | EX-99.2: https://www.sec.gov/Archives/edgar/data/1828016/000119312524221408/d865610dex992.htm | pltkq12026earningspresen: https://www.sec.gov/Archives/edgar/data/1828016/000182801626000036/pltkq12026earningspresen.htm"
"background-source","背景留档","low","ai_companion_research","research paper","1","0","0","1","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","AI companions and adolescent social relationships: Benefits, risks ...: https://pmc.ncbi.nlm.nih.gov/articles/PMC12928748/"
"low-relevance","低相关留档","archive","founder_people_background","people","7","0","0","7","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Brian Kelley: https://linkedin.com/in/brianckelley | David Shadpour: https://linkedin.com/in/digitalentrepreneur | James He: https://linkedin.com/in/james-k-he"
"low-relevance","官方搜索溢出留档","archive","language_official_social_matchalingua","official/social profile","4","0","0","4","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","Lingua Talk - Apps on Google Play: https://play.google.com/store/apps/details?hl=en&id=com.parsa.lingua_talk | Link Ling - Apps on Google Play: https://play.google.com/store/apps/details?id=com.mycompany.Corner&hl=en_US | ‎SpeakLingua: Learn Languages App - App Store: https://apps.apple.com/cg/app/speaklingua-learn-languages/id6445936511"
"low-relevance","低相关留档","archive","sewayou_growth","company","4","1","0","3","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","ZINGR: https://zingr.app/ | Time2Talk: https://time2talk.app/ | SeeMe: https://seeme-app.com/"
"low-relevance","低相关留档","archive","conversation_exchange_growth","company","3","1","0","2","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","italki: https://italki.com/ | Time2Talk: https://time2talk.app/ | LanguageConvo: https://languageconvo.com/"
"low-relevance","低相关留档","archive","talk4now_growth","company","3","1","0","2","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","Time2Talk: https://time2talk.app/ | Talky: https://talky-app.com/ | TalkAbroad: https://talkabroad.com/"
"low-relevance","低相关留档","archive","langpal_growth","company","2","0","0","2","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","SpeakingPal: https://speakingpal.com/ | Chatterbox: Language Learning: https://chatterboxlabs.io/"
"low-relevance","低相关留档","archive","lingbe_growth","company","2","0","0","2","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Na volné noze: https://youtube.com/watch | Lingora: https://elingora.com/"
"low-relevance","低相关留档","archive","matchalingua_growth","company","2","1","0","1","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Languages Live Gesellschaft Lokalisierung mbH: 候选补证 (unclassified candidate)","","Languages Live Gesellschaft Lokalisierung mbH: https://mylanguageexchange.com/ | ZINGR: https://zingr.app/"
"low-relevance","低相关留档","archive","meetalk_growth","company","2","1","0","1","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","Meet2Talk: https://meet2talk.online/ | Time2Talk: https://time2talk.app/"
"low-relevance","低相关留档","archive","slowly_growth","company","2","0","0","2","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","PenPal: https://penpal.me/ | Hello Pal: https://hellopal.com/"
"low-relevance","低相关留档","archive","speakyparrot_growth","company","2","1","0","1","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","Time2Talk: https://time2talk.app/ | BeeSpeaker: https://beespeaker.com/"
"low-relevance","低相关留档","archive","fluently_growth","company","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","How do you do?: https://howdoyou.do/"
"low-relevance","低相关留档","archive","language_exchange_companies","company","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","ULYS: https://ulys-europe.eu/"
"low-relevance","官方搜索溢出留档","archive","language_official_social_conversation-exchange","official/social profile","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","Register: First step: https://www.conversationexchange.com/members/signupFirstStage.php?lg=en"
"low-relevance","官方搜索溢出留档","archive","language_official_social_langpal","official/social profile","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","‎Language Pal: Practice with AI App - App Store: https://apps.apple.com/us/app/language-pal-practice-with-ai/id6452385224"
"low-relevance","官方搜索溢出留档","archive","language_official_social_speakyparrot","official/social profile","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","About Us – Speaky: https://www.speaky.com/about-us/"
"low-relevance","低相关留档","archive","roamchat_growth","news","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","‎RoamMates App - App Store: https://apps.apple.com/us/app/roammates/id6745934752"
