"来源层","查询ID","类别","requestId","结果数","唯一域名数","头部来源域名","查询语句"
"main research","ai_social_revenue_download_reports","financial report","cdb63c4301d3a74e6171595a7a489c35","12","1","sec.gov (12)","AI social app AI companion app revenue downloads report 2026 China overseas Talkie PolyBuzz HiWaifu Linky Character.AI Replika Sensor Tower Appfigures"
"main research","founder_people_background","people","0467b9d9cca2e4d0263cc5dd4a0ef941","12","1","linkedin.com (12)","founders of AI social apps 222 Pie Butterflies Daze Status AI Tolan Born Pengu background investors"
"main research","offline_social_founders_people","people","7e54967306876f55bd787b8b2ac17f22","12","1","linkedin.com (12)","founders 222 Pie Timeleft offline social app AI matching friends dinner strangers founder background investors"
"official/social pass","language_social_profiles","official/social profile","59d9706613916649ff73a76a672e5b17","15","6","play.google.com (8) | apps.apple.com (2) | hellotalk.com (2) | hilokal.com (1) | linkedin.com (1)","official website LinkedIn Instagram App Store Google Play HelloTalk Tandem Hilokal SewaYou language exchange app"
"official/social pass","language_social_profiles_more","official/social profile","c035cbba90ea335fd1477703bb1e73f5","15","5","play.google.com (10) | apps.apple.com (2) | conversationexchange.com (1) | langpal.ai (1) | tandem.net (1)","official website LinkedIn Instagram App Store Google Play Slowly Linguado LangPal MatchaLingua Conversation Exchange language exchange app"
"official/social pass","ai_companion_social_profiles","official/social profile","879450885022920c0e89efb2cbf7d12a","15","4","play.google.com (11) | apps.apple.com (2) | characterai.cc (1) | replika.com (1)","official website LinkedIn Instagram TikTok X Discord App Store Google Play Character.AI Replika Chai Talkie Tolan Dippy PolyBuzz HiWaifu AI companion app"
"official/social pass","irl_social_profiles","official/social profile","39e9a91af6d635f2745b86ee8bfeee12","15","8","apps.apple.com (6) | play.google.com (3) | eater.com (1) | feelr.app (1) | linkedin.com (1)","official website LinkedIn Instagram TikTok X App Store 222 Pie Timeleft Partiful Breeze WeRoad MeetMux Aglow Life Paxmeet Thursday IRL social app"
"official/social pass","ai_social_official_gap_profiles","official/social profile","09e9c22acab0c7d5adc9b0dda20b698a","15","6","apps.apple.com (8) | play.google.com (3) | app-download.com (1) | born.com (1) | statusai.com (1)","official website App Store Google Play LinkedIn Instagram Discord Status AI Butterflies AI Daze Shapes Born Pengu AI social app"
"official/social pass","irl_official_gap_profiles","official/social profile","d2ec7912b80f7a21adccbd8ee81f6ffb","15","3","play.google.com (8) | apps.apple.com (5) | meet5.com (2)","official website App Store Google Play LinkedIn Instagram Meet5 Thursday Breeze Aglow Life Partiful WeRoad IRL dating social app"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","7f3d38c2a845074414aa7b87cfc0aee6","15","4","play.google.com (12) | apps.apple.com (1) | conversationexchange.com (1) | hellotalk.com (1)","official website App Store Google Play LinkedIn Conversation Exchange Talk4Now meeTalk LangPal MatchaLingua FluentPal Lingbe SpeakyParrot Fluently language exchange app"
"official/social pass","language_social_handles","official/social profile","1214c7ecea14f63c061ab3fc3b0029ae","15","7","play.google.com (6) | tiktok.com (2) | hellotalk.com (1) | instagram.com (1) | sewayou.com (1)","official Instagram TikTok X Twitter Facebook YouTube HelloTalk Tandem Hilokal SewaYou Slowly Linguado language exchange app social media"
"official/social pass","ai_social_handles","official/social profile","e0ec56687eef56ac1fff2103b88a71b3","15","8","tiktok.com (7) | youtube.com (2) | ai.meta.com (1) | indianexpress.com (1) | instagram.com (1)","official Instagram TikTok X Twitter Discord YouTube Character.AI Replika Chai Talkie Dippy PolyBuzz Status AI Butterflies AI Daze social media"
"official/social pass","irl_social_handles","official/social profile","b96d94989dd1e1711f3084774d025f9f","15","13","play.google.com (3) | aap.org (1) | about.instagram.com (1) | appbrain.com (1) | apps.apple.com (1)","official Instagram TikTok X Twitter Facebook YouTube 222 Pie Timeleft Partiful Breeze WeRoad Meet5 Thursday IRL social app social media"
"language growth/channel deep-dive","conversation_exchange_growth","company","0b6939bac9a22c8554ac0d2c721e07de","8","8","conversationexchange.com (1) | hellotalk.com (1) | intlcafe.io (1) | languageconvo.com (1) | languageexchange.com (1)","Conversation Exchange language exchange website app users traffic SEO app store social media growth"
"language growth/channel deep-dive","sewayou_growth","company","f1987d2f8e06f8cd64d87236c3369053","8","8","aloyou.app (1) | intlcafe.io (1) | needyou.app (1) | plang.ai (1) | play.google.com (1)","SewaYou language exchange app nearby face to face users App Store Google Play growth social media"
"language growth/channel deep-dive","talk4now_growth","company","5dcfc14c778552d6f86577a4bb4a7869","8","8","growthenger.com (1) | intlcafe.io (1) | sewayou.com (1) | talk4now.com (1) | talkabroad.com (1)","Talk4Now language exchange app users launch app store social media growth channel"
"language growth/channel deep-dive","meetalk_growth","company","4f905888d58d0cb92ef7b36971befb09","8","8","gomeetalk.com (1) | hellotalk.com (1) | intlcafe.io (1) | meet2talk.com (1) | meet2talk.online (1)","meeTalk language exchange app users app store google play social media growth channel"
"language growth/channel deep-dive","langpal_growth","company","e57ef102ae1a2b5e182fb2a6d8782adc","8","8","chatterboxlabs.io (1) | ezspeak.ai (1) | fluentpal.net (1) | lang-pal.com (1) | picklang.ml (1)","LangPal AI language learning chat app users app store growth community"
"language growth/channel deep-dive","matchalingua_growth","company","017df393ee13d80f9f82c2e1032fc6e5","8","8","blablalanguageexchange.com (1) | conversationexchange.com (1) | fluentpal.net (1) | matchalingua.com (1) | pepchat.in (1)","MatchaLingua language partners nearby app users launch app store social media"
"language growth/channel deep-dive","roamchat_growth","news","3833d5de210f95967a3066c61e2c9e8a","8","8","billhartzer.com (1) | briefglance.com (1) | lifestyle.capitalcityrock.com (1) | moneycompass.com.my (1) | prnewswire.com (1)","RoamChat AI roaming social platform language translation launch users app store growth"
"language growth/channel deep-dive","speakyparrot_growth","company","75c6bd3e18e3c8ad9d0173e06b6d6ddd","8","8","beespeaker.com (1) | fluently.chat (1) | lingopraxis.com (1) | linguado.com (1) | speakingpartner.id (1)","SpeakyParrot native speaker language exchange app users live sessions growth app store"
"language growth/channel deep-dive","fluently_growth","company","94fba08f31a2a0b6bc14d632c67ea697","8","8","conversationexchange.com (1) | fluently.academy (1) | fluently.chat (1) | fluentworlds.com (1) | getfluently.app (1)","Fluently chat live language exchange native speakers users app store growth social media"
"language growth/channel deep-dive","lingbe_growth","company","dc5c46d8821790ee8c4129a4407b029c","8","8","beelinguapp.com (1) | fluently.chat (1) | lingbe.com (1) | lingopraxis.com (1) | linguado.com (1)","Lingbe language exchange app users downloads app store google play growth native speakers"
"language growth/channel deep-dive","slowly_growth","company","bb47e07f4c1d08d5021887ea7a4f4668","8","8","conversationexchange.com (1) | fluently.chat (1) | getfluently.app (1) | langly.ai (1) | lingopraxis.com (1)","Slowly pen pal app users downloads awards app store growth community language exchange"
"language growth/channel deep-dive","lingopraxis_growth","company","97cfccb26695c1a7836784e488a780da","8","8","blablalanguageexchange.com (1) | intlcafe.io (1) | lingolooper.com (1) | lingopanda.app (1) | lingopraxis.com (1)","LingoPraxis language exchange speaking club app store google play telegram users growth"
"language official/social deep-dive","tandem","official/social profile","661a5c32b09184bc52a793086ad85b11","8","4","apps.apple.com (3) | play.google.com (2) | tandem.net (2) | linkedin.com (1)","Tandem language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","hilokal","official/social profile","e72d5df5477573184a536dd466ee76d7","8","3","play.google.com (4) | apps.apple.com (3) | hilokal.com (1)","Hilokal language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","sewayou","official/social profile","2c6617e86c3b44f639e182f375366441","8","3","play.google.com (5) | apps.apple.com (2) | sewayou.com (1)","SewaYou language exchange app LinkedIn Instagram TikTok Facebook X App Store Google Play official"
"language official/social deep-dive","conversation-exchange","official/social profile","158c9eb76b6fe4a02e0684a1c6b44707","8","2","conversationexchange.com (7) | linkedin.com (1)","""Conversation Exchange"" language exchange LinkedIn Facebook Instagram X official website conversationexchange.com"
"language official/social deep-dive","talk4now","official/social profile","f6248222f3e19fa879012cf98eb01608","8","1","talk4now.com (8)","""Talk4Now"" language exchange LinkedIn Instagram Facebook X official app store talk4now.com"
"language official/social deep-dive","meetalk","official/social profile","84ad31e39fb7b36e94ad0b1fab139f40","8","5","play.google.com (4) | apkpure.net (1) | apps.apple.com (1) | note.com (1) | tracxn.com (1)","meeTalk language exchange app LinkedIn Instagram Facebook Google Play official"
"language official/social deep-dive","langpal","official/social profile","79bf8a355e2000979cb4f976bb09bcf3","8","3","apps.apple.com (5) | langpal.ai (2) | langpal.com.hk (1)","LangPal language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","matchalingua","official/social profile","8adfff37dcc236ddb45c67c48c4e25c9","8","5","apps.apple.com (4) | foxylingo.app (1) | langmatch.app (1) | matchlingue.com (1) | play.google.com (1)","""MatchaLingua"" language exchange LinkedIn Instagram Facebook App Store Google Play official"
"language official/social deep-dive","slowly","official/social profile","9b2251f96ae07e17456c5b6903a81658","8","3","play.google.com (5) | apps.apple.com (2) | slowly.app (1)","Slowly app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","fluentpal","official/social profile","8894178d7cef51b3db00b65ef9f538bc","8","5","play.google.com (3) | apps.apple.com (2) | fluentpal.app (1) | fluentpal.net (1) | producthunt.com (1)","""FluentPal"" language app LinkedIn Instagram TikTok App Store Google Play official"
"language official/social deep-dive","roamchat","official/social profile","16b49cf2f53bb97b68a9f31632a1455e","8","7","prnewswire.com (2) | ai-watch.jp (1) | billhartzer.com (1) | briefglance.com (1) | martechasia.net (1)","""RoamChat"" AI roaming social platform LinkedIn Instagram X App Store Google Play official RoamChat"
"language official/social deep-dive","lingbe","official/social profile","2f89e65a0072d81767202091c8ffaac5","8","4","apps.apple.com (4) | play.google.com (2) | lingbe.com (1) | linkedin.com (1)","Lingbe language exchange app LinkedIn Instagram Facebook X App Store Google Play official"
"language official/social deep-dive","speakyparrot","official/social profile","9cc6cd65edca09298acadff792efb1eb","8","5","play.google.com (2) | speaky.com (2) | speakyparrot.com (2) | apps.apple.com (1) | github.com (1)","""SpeakyParrot"" language exchange app LinkedIn Instagram Facebook App Store Google Play official speakyparrot.com"
"language official/social deep-dive","fluently","official/social profile","dad9b8051c995b205da6e2801248e2a6","8","4","apps.apple.com (4) | linkedin.com (2) | playkit.beehiiv.com (1) | socialgrowthengineers.com (1)","Fluently chat language exchange LinkedIn Instagram TikTok App Store Google Play official"
