"监控主题","优先级","状态","标题","发布日期","URL","摘要"
"融资 / 商业化","high","known","Aippy Raises Tens of Millions of Dollars at a $250 Million Valuation to Build the Future of AI-Native Interactive Entertainment - TNGlobal","2026-06-02T03:31:00.000Z","https://technode.global/prnasia/aippy-raises-tens-of-millions-of-dollars-at-a-250-million-valuation-to-build-the-future-of-ai-native-interactive-entertainment/","SINGAPORE, June 2, 2026 /PRNewswire/ — Aippy, the world’s first AI-native game community developed by NADA AI, today announced that it has raised tens of millions of dollars in its first funding round led by Glowill Capital, bringing its post-money valuation to US$250 million. The proceeds will be used to attract top global talent and support user growth as Aippy continues to expand its creator ecosystem. [...] “We w"
"融资 / 商业化","high","known","Sekai raises $20 million as people create 15 million AI mini apps","2026-06-01T13:00:04.000Z","https://www.axios.com/2026/06/01/sekai-mini-app-startup-funding","Sekai raises $20 million as people create 15 million AI mini apps [...] # Exclusive: Sekai raises $20M for AI app creation [...] Sekai has raised a $20 million Series A to grow a platform for creating mini apps through text prompts, founder and CEO Lucky Zhang exclusively tells Axios. [...] Why it matters: The founder, who previously sold startups to Apple and TikTok parent ByteDance, is betting AI-generated software"
"中国 AI 社交出海","high","known","MiniMax Launches M3 Flagship Model: Million-Token Context, Native Multimodal, as China's AI Firms Charge Into Coding Agent Battle — BigGo Finance","2026-06-01T11:25:39.000Z","https://finance.biggo.com/news/2YPugp4BLfE1EzqPqZJd","Chinese AI company MiniMax launched its flagship large language model M3 on June 1, featuring a proprietary sparse attention architecture that delivers 1 million-token ultra-long context, native multimodal capabilities, and top-tier coding agent performance — all at roughly one-twentieth the computing cost of its predecessor. In coding benchmarks, M3 outperformed the latest models from OpenAI and Google and independe"
"中国 AI 社交出海","high","known","China’s MiniMax records 1-million client base, fivefold growth in half a year | South China Morning Post","2026-05-28T09:00:05.000Z","https://www.scmp.com/tech/tech-trends/article/3355156/chinas-minimax-records-1-million-client-base-fivefold-growth-half-year","China’s MiniMax records 1-million client base, [...] in half a year | South China Morning Post [...] ### Its global user base reaches 300 million while ARR more than doubles in two months, though company reports large total losses [...] Chinese artificial intelligence (AI) company MiniMax says it recorded a fivefold surge in its global enterprise and developer client base over the past six months, highlighting the sh"
"语言交换 / 跨文化社交","medium","known","The AI Tutor Trick That Gets Language Learners Talking","2026-06-05T16:37:25.000Z","https://www.vallartadaily.com/puerto-vallarta-news/the-ai-tutor-trick-that-gets-language-learners-talking/","Many people learning a new language know more than they can say. They can read, listen, and understand, but speaking still feels like a public test they did not study for. AI tutors are changing that rhythm by giving learners a private space to rehearse out loud, make mistakes, and try again. TalkPal is one of the tools built around that gap, offering voice and chat practice designed to move learners from silent unde"
"语言交换 / 跨文化社交","medium","known","[INTERVIEW] UC Berkeley graduate creates AI-powered app to make learning Korean more immersive - The Korea Times","2026-06-05T03:00:03.000Z","https://www.koreatimes.co.kr/business/20260605/uc-berkeley-graduate-creates-ai-powered-app-to-make-learning-korean-more-immersive","## How Teuida turns language lessons into real-life simulations [...] While weighing his next career move, Jang began exploring startup ideas. A government-backed entrepreneurship program gave him the opportunity to turn one of them into reality in 2019. [...] The venture that emerged became Teuida, an artificial intelligence (AI)-powered language-learning app now used by millions around the world. [...] Seven years "
"Residual IRL watchlist","medium","known","TikTok's new Events app rewards users for generating buzz about big events - Tubefilter","2026-06-05T00:05:41.000Z","https://www.tubefilter.com/2026/06/04/tiktok-pro-events-app-world-cup/","With the World Cup fast approaching, TikTok is leveraging its position as FIFA‘s first ever “Preferred Platform” with the launch of a new, separate app called TikTok Pro Events. [...] Per TechCrunch, Pro Events will let users complete fan challenges to earn a currency called “Stars” that can be redeemed for swag. For the World Cup specifically, users can earn Stars by searching trending hashtags related to the compet"
"投放 / 付费获客证据","medium","known","Why Admiral Media built an AI creative system that reduced fasting app costs 70% | The Drum","2026-06-03T22:11:00.000Z","https://www.thedrum.com/awards-case-study/why-admiral-media-built-an-ai-creative-system-that-reduced-fasting-app-costs-70","Admiral Media’s campaign for Fastic has won a Silver in AI at The Drum Awards for addressing a key challenge in subscription-based digital marketing: scaling creative output without sacrificing performance or brand coherence. The agency developed the proprietary AI Creative Factory, a tool that automates creative production by combining generative AI with real-time performance data. This is the award-winning case stu"
"Coverage signal watchlist","medium","known","Introducing Commerce: Make Your Community The Storefront | social.plus","2026-06-03T09:58:18.000Z","https://www.social.plus/product-update/introducing-commerce-make-your-community-the-storefront","Introducing Commerce: Make Your Community The Storefront | social.plus [...] : Make Your Community The Storefront [...] Apr 29, 2026 [...] Meet social.plus Commerce, our newest capability, turning community moments into something users can actually act on, right where the moment happened. [...] What is social.plus [...] social.plus Commerce is the layer that connects high-intent community conversations to products an"
"Residual IRL watchlist","medium","known","Partiful Launches Ticketing, Bringing Paid Events Into the Social Platform Where People Already Make Plans","2026-06-03T00:59:00.000Z","https://www.prnewswire.com/news-releases/partiful-launches-ticketing-bringing-paid-events-into-the-social-platform-where-people-already-make-plans-302789410.html","Hosts can now sell tickets directly through Partiful for everything from supper clubs to indie shows, workshops, and live events. [...] NEW YORK, June 2, 2026 /PRNewswire/ -- Partiful, a social event platform, today launched Ticketing, a feature enabling hosts to sell tickets directly within events on iOS, Android, and web. [...] Ticketing marks Partiful's first major monetization product since the company launched i"
"Residual IRL watchlist","medium","known","Partiful is turning party invites into a payments business - Startup Fortune","2026-06-02T17:39:57.000Z","https://startupfortune.com/partiful-is-turning-party-invites-into-a-payments-business/","# Partiful is turning party invites into a payments business [...] Partiful has launched built-in ticketing in the U.S., letting hosts sell paid event tickets directly inside the app. The move turns a viral invite tool into a payments business and puts it closer to Eventbrite at the casual end of paid events. [...] Partiful is moving beyond free invitations and into paid tickets, a small product change that could res"
"投放 / 付费获客证据","medium","known","Meta Advantage+ Shopping Costs Surge 31% as DTC Brands Rethink Paid Social Mix – Online Store News","2026-06-02T00:44:24.000Z","https://onlinestorenews.com/meta-advantage-shopping-costs-surge-31-as-dtc-brands-rethink-paid-social-mix/","The digital marketing news cycle this week is dominated by a single uncomfortable number: a 31% year-over-year increase in average CPMs for Meta Advantage+ Shopping campaigns, according to aggregated spend data from four independent performance agencies covering more than 2,400 DTC accounts. For store operators who built their customer acquisition engine almost entirely on Meta’s automated ad product over the past 18"
"Coverage signal watchlist","medium","known","Meta is building an AI Pendant and this time it has a working wearables business behind it — TFN","2026-06-01T13:57:16.000Z","https://techfundingnews.com/meta-is-building-an-ai-pendant-and-this-time-it-has-a-working-wearables-business-behind-it/","# Meta is building an AI Pendant and this time it has a working wearables business behind it [...] Meta is developing an AI-powered pendant and plans to begin testing it within the next year, according to an internal memo viewed by The Information. The project builds directly on Meta’s acquisition of Limitless, an AI wearables startup it bought in late 2025. Limitless made a clip-on Bluetooth device – literally calle"
"Coverage signal watchlist","medium","known","Meta is trying to turn AI glasses into a subscription business","2026-05-31T22:10:00.000Z","https://webiano.digital/meta-is-trying-to-turn-ai-glasses-into-a-subscription-business/","Meta’s reported AI pendant sounds, at first, like a small hardware story. It is not. It is a test of whether Meta can move artificial intelligence out of the browser tab, out of the phone app, and into a device that is close enough to the body to see, hear, remember, and act. Reuters reported on May 29, 2026, citing The Information, that Meta plans to test an AI pendant next year and is preparing a wider wearable pus"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Creative Is Rewriting DTC Ad Economics in 2026 – Ecommerce Times","2026-05-31T00:06:57.000Z","https://ecommerce-times.com/metas-advantage-creative-is-rewriting-dtc-ad-economics-in-2026/","For the past six months, a quiet restructuring has been underway inside the Meta ad accounts of mid-market DTC brands. Advantage+ Creative — Meta’s automated creative optimization layer — has moved from a cautious experiment to a core campaign architecture for brands spending $50K to $2M per month on the platform. The results, according to agency operators and brand-side media buyers, are real but uneven, and the ope"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Overhaul Is Rewriting DTC Acquisition Math – Online Store News","2026-05-29T00:43:51.000Z","https://onlinestorenews.com/metas-advantage-overhaul-is-rewriting-dtc-acquisition-math/","If you run paid social for a DTC brand and haven’t rebuilt your Meta campaign structure in the last 90 days, there’s a real chance you’re leaving meaningful revenue on the table. That’s the blunt assessment circulating across agency Slack channels this week as Meta’s expanded Advantage+ Shopping Campaigns — rolled out in waves since Q1 2026 — start delivering results that are genuinely hard to ignore. For store opera"
"新公司 / 新产品","medium","known","YaraCircle","2026-05-29T00:00:00.000Z","https://yaracircle.com/","YaraCircle is a Technology, Information and Media company. Founded in 2026. Headquartered in Pune, India. [...] YaraCircle is a social platform that turns strangers into genuine friends through AI-powered shared experiences called Pulse, Orbits & Sparks like Watch Parties, Game Nights, Music Sessions, and real-world events. Our AI companion Yara learns from your conversations to suggest the right people, the right ac"
"Residual IRL watchlist","medium","known","AppLovin Launches Its Own TikTok Rival","2026-05-28T21:29:13.000Z","https://wersm.com/applovin-launches-its-own-tiktok-rival/","After unsuccessfully trying to buy TikTok last year, adtech giant AppLovin is taking a different route: building its own social platform. [...] The company has quietly launched a new app called **Gist**, an invite-only social feed that feels like a mix between TikTok, Lemon8, Pinterest, and RedNote. Users can browse videos, photo carousels, mini-games, lifestyle content, travel recommendations, career advice, and eve"
"Coverage signal watchlist","medium","known","Sesame AI Launches iOS App: Next-Gen Chatbot Mimics Human Conversation - Headlinez News","2026-05-28T15:45:40.000Z","https://headlinez.news/sesame-ai-launches-ios-app-next-gen-chatbot-mimics-human-conversation/","Sesame, the conversational AI startup founded by former Oculus executives, launched its iOS app today after raising $250 million in Series B funding, marking a pivotal step toward its vision of blending AI companionship with wearable technology. [...] For years, AI chatbots have been trapped in the same awkward rhythm: rapid-fire responses that feel robotic or deliberate pauses that feel unnatural. Sesame is betting "
"投放 / 付费获客证据","medium","known","OpenAI turns on cost-per-action ads inside ChatGPT","2026-05-28T14:40:31.000Z","https://digiday.com/marketing/openai-turns-on-cost-per-action-ads-inside-chatgpt/","OpenAI has switched on cost-per-action ads inside its ads manager, Digiday has learned. [...] The feature, which is currently available to select advertisers only, lets them pay for ads in ChatGPT only when a user takes a specific action, whether that’s clicking through to a site, signing up or making a purchase. Until now, advertisers have had to pay for every thousand impressions or click regardless of what happens"
"投放 / 付费获客证据","medium","known","Pinterest’s New AI-Powered Shopping Ads Are Forcing DTC Brands to Rethink Their Upper-Funnel Spend – Online Store News","2026-05-28T02:44:28.000Z","https://onlinestorenews.com/pinterests-new-ai-powered-shopping-ads-are-forcing-dtc-brands-to-rethink-their-upper-funnel-spend/","For most of the last five years, Pinterest has occupied an awkward spot in the DTC media mix — respected for its purchase-intent signals but perpetually overshadowed by Meta’s scale and TikTok’s cultural pull. That dynamic is shifting fast. Pinterest’s Performance+ suite, which rolled out broadly to Shopify and WooCommerce merchants in late April 2026, is generating enough early return-on-ad-spend data to push seriou"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Shopping Campaigns Are Rewriting DTC Ad Math in 2026 – Ecommerce Times","2026-05-27T01:06:04.000Z","https://ecommerce-times.com/metas-advantage-shopping-campaigns-are-rewriting-dtc-ad-math-in-2026/","Something structural shifted in Meta’s ad ecosystem in late Q1 2026. Across Shopify-native DTC brands running between $50,000 and $500,000 per month in Meta spend, a clear pattern has emerged: brands that fully migrated their prospecting and retargeting budgets into Meta’s Advantage+ Shopping Campaigns (ASC) are reporting customer acquisition costs that are, in many cases, 28 to 41 percent lower than their legacy man"
"Coverage signal watchlist","medium","known","Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network","2026-05-26T01:00:00.000Z","https://www.prnewswire.com/apac/news-releases/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os--redefining-personal-agi-through-self-improving-aihuman-social-network-302781009.html","SINGAPORE, May 26, 2026 /PRNewswire/ -- Teamily AI, the Silicon Valley-based pioneer behind the world's first human+AI social network app (an AI-native blend of WhatsApp, TikTok, and Instagram), today announced its official entry into the Singapore market with the simultaneous launch of its highly anticipated iOS and Android mobile applications. Backed by US$20M in funding, the company is introducing its personal and"
"投放 / 付费获客证据","medium","known","How Obvi Is Rebuilding Its Entire Meta Ad Stack Around Incremental Lift – D2C Times","2026-05-25T00:11:22.000Z","https://d2c-times.com/how-obvi-is-rebuilding-its-entire-meta-ad-stack-around-incremental-lift/","For most of the past four years, Obvi ran Meta ads the way most DTC brands do: optimize for purchase events, scale what the algorithm rewards, and trust the reported ROAS. By mid-2025, that model was quietly breaking. Reported numbers looked fine. Contribution margin told a different story. [...] “We were seeing 3.4x reported ROAS on our retargeting campaigns and thinking we were printing money,” says Ronak Shah, Obv"
