"监控主题","优先级","状态","标题","发布日期","URL","摘要"
"融资 / 商业化","high","known","Status AI Raises $17 Million to Turn Social Media Into Worlds Users Can Live Inside - Fundraise Insider","2026-05-28T21:18:10.000Z","https://fundraiseinsider.com/blog/status-ai-raises-17-million-to-turn-social-media-into-worlds-users-can-live-inside/","Status AI Raises $17 Million to Turn Social Media Into Worlds Users Can Live Inside - Fundraise Insider [...] Status AI, an interactive social media app, has announced $17 million in combined seed and Series A funding. The backers include General Catalyst, Y Combinator, LightShed Partners, and Abstract. The raise reflects a wager that the next chapter of consumer social will not be another feed, but interactive enter"
"中国 AI 社交出海","high","known","China’s MiniMax records 1-million client base, fivefold growth in half a year | South China Morning Post","2026-05-28T09:00:05.000Z","https://www.scmp.com/tech/tech-trends/article/3355156/chinas-minimax-records-1-million-client-base-fivefold-growth-half-year","China’s MiniMax records 1-million client base, [...] in half a year | South China Morning Post [...] ### Its global user base reaches 300 million while ARR more than doubles in two months, though company reports large total losses [...] Chinese artificial intelligence (AI) company MiniMax says it recorded a fivefold surge in its global enterprise and developer client base over the past six months, highlighting the sh"
"中国 AI 社交出海","high","known","China AI Upstart MiniMax Doubles Sales Ahead of New Model - Bloomberg","2026-05-28T00:00:00.000Z","https://www.bloomberg.com/news/articles/2026-05-28/china-ai-upstart-minimax-doubles-sales-ahead-of-new-model-launch","China AI Upstart MiniMax Doubles Sales Ahead of New Model - Bloomberg [...] Yun Yeyi, co-founder and president at MiniMax, discusses the company’s business strategy and outlook for the AI sector in China. She speaks with Stephen Engle from the sidelines of the UBS Asian Investment Conference in Hong Kong.Source: Bloomberg [...] MiniMax Group Inc.’s annualized revenue more than doubled over the past two months to at l"
"Coverage signal watchlist","medium","known","Introducing Commerce: Make Your Community The Storefront | social.plus","2026-06-03T09:58:18.000Z","https://www.social.plus/product-update/introducing-commerce-make-your-community-the-storefront","Introducing Commerce: Make Your Community The Storefront | social.plus [...] : Make Your Community The Storefront [...] Apr 29, 2026 [...] Meet social.plus Commerce, our newest capability, turning community moments into something users can actually act on, right where the moment happened. [...] What is social.plus [...] social.plus Commerce is the layer that connects high-intent community conversations to products an"
"投放 / 付费获客证据","medium","new","Temu slashed its U.S. ad spend on nearly every platform","2026-06-03T04:01:00.000Z","https://digiday.com/marketing/tariffs-forced-temu-to-slash-its-u-s-ad-spend-on-nearly-every-platform/","# Temu slashed its U.S. ad spend on nearly every platform [...] Temu slashed its U.S. ad spend on nearly every platform [...] # Tariffs forced Temu to slash its U.S. ad spend on nearly every platform [...] Tariffs dented Temu’s U.S. opportunity. Its ad spending has followed. [...] The Chinese e-commerce giant slashed its U.S. ad spend across nearly every major social media platform in 2026, according to data from Sen"
"Residual IRL watchlist","medium","new","Partiful Launches Ticketing, Bringing Paid Events Into the Social Platform Where People Already Make Plans","2026-06-03T00:59:00.000Z","https://www.prnewswire.com/news-releases/partiful-launches-ticketing-bringing-paid-events-into-the-social-platform-where-people-already-make-plans-302789410.html","Hosts can now sell tickets directly through Partiful for everything from supper clubs to indie shows, workshops, and live events. [...] NEW YORK, June 2, 2026 /PRNewswire/ -- Partiful, a social event platform, today launched Ticketing, a feature enabling hosts to sell tickets directly within events on iOS, Android, and web. [...] Ticketing marks Partiful's first major monetization product since the company launched i"
"Residual IRL watchlist","medium","known","Partiful is turning party invites into a payments business - Startup Fortune","2026-06-02T17:39:57.000Z","https://startupfortune.com/partiful-is-turning-party-invites-into-a-payments-business/","# Partiful is turning party invites into a payments business [...] Partiful has launched built-in ticketing in the U.S., letting hosts sell paid event tickets directly inside the app. The move turns a viral invite tool into a payments business and puts it closer to Eventbrite at the casual end of paid events. [...] Partiful is moving beyond free invitations and into paid tickets, a small product change that could res"
"Residual IRL watchlist","medium","new","Bumble is launching a new paid group-dating feature as it fights to stay competitive with Tinder","2026-06-02T15:38:04.000Z","https://www.businessinsider.com/bumble-launching-plans-paid-group-dating-feature-2026-6","# Bumble is launching a new paid group-dating feature as it fights to stay competitive with Tinder [...] Bumble has ""Plans"" for you.The dating app is set to launch a new group-dating feature called ""Plans"" this week, Business Insider has learned. The pilot, which launches in New York and costs money to participate in, will bring together small gatherings of Bumble users to meet in-person.Users must pay a flat fee to "
"投放 / 付费获客证据","medium","new","Meta Advantage+ Shopping Costs Surge 31% as DTC Brands Rethink Paid Social Mix – Online Store News","2026-06-02T00:44:24.000Z","https://onlinestorenews.com/meta-advantage-shopping-costs-surge-31-as-dtc-brands-rethink-paid-social-mix/","The digital marketing news cycle this week is dominated by a single uncomfortable number: a 31% year-over-year increase in average CPMs for Meta Advantage+ Shopping campaigns, according to aggregated spend data from four independent performance agencies covering more than 2,400 DTC accounts. For store operators who built their customer acquisition engine almost entirely on Meta’s automated ad product over the past 18"
"投放 / 付费获客证据","medium","known","How Cuts Clothing Rebuilt Its Meta Creative Stack to Escape the ROAS Plateau – D2C Times","2026-06-02T00:00:00.000Z","https://d2c-times.com/how-cuts-clothing-rebuilt-its-meta-creative-stack-to-escape-the-roas-plateau/","For most of 2025, Cuts Clothing was doing everything the playbook said it should. It was running Advantage+ Shopping Campaigns, rotating UGC every ten days, and layering in influencer-cut video against its core male professional demographic. The numbers told a different story. Blended ROAS hovered between 1.7x and 1.9x for five consecutive months — a plateau that co-founder and CEO Steven Borrelli described internall"
"Coverage signal watchlist","medium","known","Meta is building an AI Pendant and this time it has a working wearables business behind it — TFN","2026-06-01T13:57:16.000Z","https://techfundingnews.com/meta-is-building-an-ai-pendant-and-this-time-it-has-a-working-wearables-business-behind-it/","# Meta is building an AI Pendant and this time it has a working wearables business behind it [...] Meta is developing an AI-powered pendant and plans to begin testing it within the next year, according to an internal memo viewed by The Information. The project builds directly on Meta’s acquisition of Limitless, an AI wearables startup it bought in late 2025. Limitless made a clip-on Bluetooth device – literally calle"
"投放 / 付费获客证据","medium","new","How Ghia Rebuilt Its Entire Video Ad System Around Mood, Not Message – D2C Times","2026-06-01T00:00:00.000Z","https://d2c-times.com/how-ghia-rebuilt-its-entire-video-ad-system-around-mood-not-message/","When Melanie Masarin founded Ghia in 2021, she made a deliberate bet that the brand would live or die on feeling. The packaging — warm terracotta, Art Deco curves, a label that looked like it belonged on a Côte d’Azur terrasse — telegraphed a world before it ever explained a product. That instinct helped Ghia reach profitability in 2023 and cross $35 million in net revenue by late 2025. But by Q3 of last year, the pa"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Creative Is Rewriting DTC Ad Economics in 2026 – Ecommerce Times","2026-05-31T00:06:57.000Z","https://ecommerce-times.com/metas-advantage-creative-is-rewriting-dtc-ad-economics-in-2026/","For the past six months, a quiet restructuring has been underway inside the Meta ad accounts of mid-market DTC brands. Advantage+ Creative — Meta’s automated creative optimization layer — has moved from a cautious experiment to a core campaign architecture for brands spending $50K to $2M per month on the platform. The results, according to agency operators and brand-side media buyers, are real but uneven, and the ope"
"Residual IRL watchlist","medium","known","AppLovin Launches Its Own TikTok Rival","2026-05-28T21:29:13.000Z","https://wersm.com/applovin-launches-its-own-tiktok-rival/","After unsuccessfully trying to buy TikTok last year, adtech giant AppLovin is taking a different route: building its own social platform. [...] The company has quietly launched a new app called **Gist**, an invite-only social feed that feels like a mix between TikTok, Lemon8, Pinterest, and RedNote. Users can browse videos, photo carousels, mini-games, lifestyle content, travel recommendations, career advice, and eve"
"Coverage signal watchlist","medium","known","Sesame AI Launches iOS App: Next-Gen Chatbot Mimics Human Conversation - Headlinez News","2026-05-28T15:45:40.000Z","https://headlinez.news/sesame-ai-launches-ios-app-next-gen-chatbot-mimics-human-conversation/","Sesame, the conversational AI startup founded by former Oculus executives, launched its iOS app today after raising $250 million in Series B funding, marking a pivotal step toward its vision of blending AI companionship with wearable technology. [...] For years, AI chatbots have been trapped in the same awkward rhythm: rapid-fire responses that feel robotic or deliberate pauses that feel unnatural. Sesame is betting "
"投放 / 付费获客证据","medium","known","OpenAI turns on cost-per-action ads inside ChatGPT","2026-05-28T14:40:31.000Z","https://digiday.com/marketing/openai-turns-on-cost-per-action-ads-inside-chatgpt/","OpenAI has switched on cost-per-action ads inside its ads manager, Digiday has learned. [...] The feature, which is currently available to select advertisers only, lets them pay for ads in ChatGPT only when a user takes a specific action, whether that’s clicking through to a site, signing up or making a purchase. Until now, advertisers have had to pay for every thousand impressions or click regardless of what happens"
"投放 / 付费获客证据","medium","new","How Meta’s New Burst Testing Mode Is Cutting DTC Creative Waste 42% – D2C Times","2026-05-27T00:00:00.000Z","https://d2c-times.com/how-metas-new-burst-testing-mode-is-cutting-dtc-creative-waste-42/","A quiet revolution in creative testing is reshaping how direct-to-consumer brands approach advertising on Meta’s platforms. Instead of traditional month-long A/B tests, DTC advertisers are now running dozens of micro-batch creative experiments daily, cutting wasted ad spend by an average of 42% while improving return on ad spend by 31%, according to new data from creative testing platform Foreplay Labs. [...] The shi"
"Coverage signal watchlist","medium","known","Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network","2026-05-26T01:00:00.000Z","https://www.prnewswire.com/apac/news-releases/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os--redefining-personal-agi-through-self-improving-aihuman-social-network-302781009.html","SINGAPORE, May 26, 2026 /PRNewswire/ -- Teamily AI, the Silicon Valley-based pioneer behind the world's first human+AI social network app (an AI-native blend of WhatsApp, TikTok, and Instagram), today announced its official entry into the Singapore market with the simultaneous launch of its highly anticipated iOS and Android mobile applications. Backed by US$20M in funding, the company is introducing its personal and"
"Coverage signal watchlist","medium","known","Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network - Siam News Network","2026-05-26T01:00:00.000Z","https://www.siamnewsnetwork.net/pr-news/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os-redefining-personal-agi-through-self-improving-aihuman-social-network/","SINGAPORE, May 26, 2026 /PRNewswire/ — Teamily AI, the Silicon Valley-based pioneer behind the world’s first human+AI social network app (an AI-native blend of WhatsApp, TikTok, and Instagram), today announced its official entry into the Singapore market with the simultaneous launch of its highly anticipated iOS and Android mobile applications. Backed by US$20M in funding, the company is introducing its personal and "
"投放 / 付费获客证据","medium","known","How Caden Lane Rebuilt Its Meta Signal Stack to Scale Past $30M – D2C Times","2026-05-26T00:00:00.000Z","https://d2c-times.com/how-caden-lane-rebuilt-its-meta-signal-stack-to-scale-past-30m/","When Aisha Adkins joined Caden Lane as VP of Growth in late 2024, the Houston-based baby and kids brand had a problem familiar to any DTC operator who scaled fast through 2022 and 2023: the Meta machine had stopped learning. ROAS on Advantage+ Shopping campaigns had slipped from a reliable 4.2x to a shaky 2.8x over eight months, creative fatigue was accelerating, and the attribution stack — stitched together from a p"
"投放 / 付费获客证据","medium","known","How Obvi Is Rebuilding Its Entire Meta Ad Stack Around Incremental Lift – D2C Times","2026-05-25T00:00:00.000Z","https://d2c-times.com/how-obvi-is-rebuilding-its-entire-meta-ad-stack-around-incremental-lift/","For most of the past four years, Obvi ran Meta ads the way most DTC brands do: optimize for purchase events, scale what the algorithm rewards, and trust the reported ROAS. By mid-2025, that model was quietly breaking. Reported numbers looked fine. Contribution margin told a different story. [...] “We were seeing 3.4x reported ROAS on our retargeting campaigns and thinking we were printing money,” says Ronak Shah, Obv"
"投放 / 付费获客证据","medium","known","How Chomps Rebuilt Its Google-to-Meta Funnel to Hit 5.1x ROAS – D2C Times","2026-05-25T00:00:00.000Z","https://d2c-times.com/how-chomps-rebuilt-its-google-to-meta-funnel-to-hit-5-1x-roas/","How Chomps Rebuilt Its Google-to-Meta Funnel to Hit 5.1x ROAS – D2C Times [...] For most of 2024, Chomps — the clean-ingredient meat stick brand that’s become a fixture in the better-for-you snack category — was running a paid media operation that looked impressive on paper and felt broken in practice. Meta ROAS was respectable. Google search numbers were solid. But the two channels weren’t talking to each other, att"
"Residual IRL watchlist","medium","known","AppLovin launches Gist, a social app that could change everything","2026-05-23T20:27:29.000Z","https://ppc.land/applovin-launches-gist-a-social-app-that-could-change-everything/","AppLovin this month stepped beyond its identity as an ad-tech platform by quietly publishing a consumer social app called Gist- a lifestyle-focused product built around tips, personal stories, discussions, articles, videos, and mini-games. The move had no press release attached, no keynote, no coordinated launch campaign. Industry observers spotted it on May 21, 2026, when mobile growth analyst Nebojsa Radovic posted"
"语言交换 / 跨文化社交","medium","known","K-culture boom fuels global rise of AI Korean-learning app | AJU PRESS","2026-05-22T02:33:16.000Z","https://www.ajupress.com/view/20260522112052250","SEOUL, May 22 (AJP) - Riding the global mainstreaming of K-pop, Korean dramas and streaming blockbusters, a South Korean AI language-learning startup is rapidly expanding overseas, with the U.S. emerging as one of its biggest markets. TEUIDA, a South Korean language-learning app that uses AI voice recognition to simulate conversations with native speakers, has surpassed 6 million cumulative downloads worldwide, Chief"
