"名称","来源","处理结论","目标主线","升级路径","动作建议","优先级","状态","发布日期","原因","证据"
"China AI Upstart MiniMax Doubles Sales Ahead of New Model - Bloomberg","2026-05-28 monitor · 中国 AI 社交出海","已覆盖/继续观察","融资/商业化","补 funding timeline 或 funding-news review","核对日期、金额、轮次和证据源后再升级进近两年融资/新闻统计。","high","known","2026-05-28T00:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","中国 AI 社交出海: https://www.bloomberg.com/news/articles/2026-05-28/china-ai-upstart-minimax-doubles-sales-ahead-of-new-model-launch"
"Suicide and self-harm in the age of generative artificial intelligence: The case of ChatGPT and rise of suicide-related lawsuits - ScienceDirect","2026-05-25 monitor · 研究 / 政策风险","已覆盖/继续观察","研究/政策风险","补 research risk，不进产品主表","用于修正 AI companion 安全、青少年和依赖风险判断。","high","known","2026-05-25T16:24:40.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","研究 / 政策风险: https://www.sciencedirect.com/science/article/abs/pii/S0165032726008773"
"Status AI secures $17M to transform social media into interactive entertainment - TechAmerica.ai","2026-05-21 monitor · 融资 / 商业化","已覆盖/继续观察","覆盖缺口信号","补 source linkage / candidate deep-dive / funding-news review","用于追踪未闭环 signal-candidate；出现融资、上线、下载、收入或官方证据时再升级。","high","known","2026-05-21T23:28:04.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","融资 / 商业化: https://techamerica.ai/status-ai-secures-17m-to-transform-social-media-into-interactive-entertainment"
"Partiful is turning party invites into a payments business - Startup Fortune","2026-06-02 monitor · Residual IRL watchlist","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-06-02T17:39:57.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Residual IRL watchlist: https://startupfortune.com/partiful-is-turning-party-invites-into-a-payments-business/"
"How Cuts Clothing Rebuilt Its Meta Creative Stack to Escape the ROAS Plateau – D2C Times","2026-06-02 monitor · 投放 / 付费获客证据","已覆盖/继续观察","投放/付费获客证据","补 paid-acquisition evidence audit","用于判断是否存在明确广告投放、素材、获客成本、ROAS 或投放后下载变化；不直接升级产品或融资结论。","medium","known","2026-06-02T00:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://d2c-times.com/how-cuts-clothing-rebuilt-its-meta-creative-stack-to-escape-the-roas-plateau/"
"Meta is building an AI Pendant and this time it has a working wearables business behind it — TFN","2026-06-01 monitor · Coverage signal watchlist","已覆盖/继续观察","覆盖缺口信号","补 source linkage / candidate deep-dive / funding-news review","用于追踪未闭环 signal-candidate；出现融资、上线、下载、收入或官方证据时再升级。","medium","known","2026-06-01T13:57:16.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Coverage signal watchlist: https://techfundingnews.com/meta-is-building-an-ai-pendant-and-this-time-it-has-a-working-wearables-business-behind-it/"
"Meta’s Advantage+ Creative Is Rewriting DTC Ad Economics in 2026 – Ecommerce Times","2026-05-31 monitor · 投放 / 付费获客证据","已覆盖/继续观察","投放/付费获客证据","补 paid-acquisition evidence audit","用于判断是否存在明确广告投放、素材、获客成本、ROAS 或投放后下载变化；不直接升级产品或融资结论。","medium","known","2026-05-31T00:06:57.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://ecommerce-times.com/metas-advantage-creative-is-rewriting-dtc-ad-economics-in-2026/"
"Meta’s Advantage+ Overhaul Is Rewriting DTC Acquisition Math – Online Store News","2026-05-29 monitor · 投放 / 付费获客证据","已覆盖/继续观察","投放/付费获客证据","补 paid-acquisition evidence audit","用于判断是否存在明确广告投放、素材、获客成本、ROAS 或投放后下载变化；不直接升级产品或融资结论。","medium","known","2026-05-29T00:43:51.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://onlinestorenews.com/metas-advantage-overhaul-is-rewriting-dtc-acquisition-math/"
"AppLovin Launches Its Own TikTok Rival","2026-05-28 monitor · Residual IRL watchlist","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-05-28T21:29:13.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Residual IRL watchlist: https://wersm.com/applovin-launches-its-own-tiktok-rival/"
"Sesame AI Launches iOS App: Next-Gen Chatbot Mimics Human Conversation - Headlinez News","2026-05-28 monitor · Coverage signal watchlist","已覆盖/继续观察","覆盖缺口信号","补 source linkage / candidate deep-dive / funding-news review","用于追踪未闭环 signal-candidate；出现融资、上线、下载、收入或官方证据时再升级。","medium","known","2026-05-28T15:45:40.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Coverage signal watchlist: https://headlinez.news/sesame-ai-launches-ios-app-next-gen-chatbot-mimics-human-conversation/"
"OpenAI turns on cost-per-action ads inside ChatGPT","2026-05-28 monitor · 投放 / 付费获客证据","已覆盖/继续观察","投放/付费获客证据","补 paid-acquisition evidence audit","用于判断是否存在明确广告投放、素材、获客成本、ROAS 或投放后下载变化；不直接升级产品或融资结论。","medium","known","2026-05-28T14:40:31.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://digiday.com/marketing/openai-turns-on-cost-per-action-ads-inside-chatgpt/"
"Italy Shocks US Travel Industry as Airbnb-Backed WeRoad Ignites Massive Europe-To-America Adventure Tourism Revolution","2026-05-27 monitor · Residual IRL watchlist","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-05-27T08:53:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Residual IRL watchlist: https://www.travelandtourworld.com/news/article/eu6zltaymo9f/"
"Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network","2026-05-26 monitor · Coverage signal watchlist","已覆盖/继续观察","覆盖缺口信号","补 source linkage / candidate deep-dive / funding-news review","用于追踪未闭环 signal-candidate；出现融资、上线、下载、收入或官方证据时再升级。","medium","known","2026-05-26T01:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Coverage signal watchlist: https://www.prnewswire.com/apac/news-releases/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os--redefining-personal-agi-through-self-improving-aihuman-social-network-302781009.html"
"Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network - Siam News Network","2026-05-26 monitor · Coverage signal watchlist","已覆盖/继续观察","覆盖缺口信号","补 source linkage / candidate deep-dive / funding-news review","用于追踪未闭环 signal-candidate；出现融资、上线、下载、收入或官方证据时再升级。","medium","known","2026-05-26T01:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Coverage signal watchlist: https://www.siamnewsnetwork.net/pr-news/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os-redefining-personal-agi-through-self-improving-aihuman-social-network/"
"How Caden Lane Rebuilt Its Meta Signal Stack to Scale Past $30M – D2C Times","2026-05-26 monitor · 投放 / 付费获客证据","已覆盖/继续观察","投放/付费获客证据","补 paid-acquisition evidence audit","用于判断是否存在明确广告投放、素材、获客成本、ROAS 或投放后下载变化；不直接升级产品或融资结论。","medium","known","2026-05-26T00:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://d2c-times.com/how-caden-lane-rebuilt-its-meta-signal-stack-to-scale-past-30m/"
"Learning Portuguese in Brazil: Expat Shortcut to Fluency 2026 | The Rio Times","2026-05-25 monitor · 语言交换 / 跨文化社交","已覆盖/继续观察","语言交换/跨文化社交","补语言交换长尾或主表功能差异","优先补增长信号、渠道和是否有线下面基/地图/语音房能力。","medium","known","2026-05-25T16:32:42.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","语言交换 / 跨文化社交: https://www.riotimesonline.com/learning-portuguese-in-brazil-expat-guide/"
"How Obvi Is Rebuilding Its Entire Meta Ad Stack Around Incremental Lift – D2C Times","2026-05-25 monitor · 投放 / 付费获客证据","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-05-25T00:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://d2c-times.com/how-obvi-is-rebuilding-its-entire-meta-ad-stack-around-incremental-lift/"
"How Chomps Rebuilt Its Google-to-Meta Funnel to Hit 5.1x ROAS – D2C Times","2026-05-25 monitor · 投放 / 付费获客证据","已覆盖/继续观察","研究/政策风险","补 research risk，不进产品主表","用于修正 AI companion 安全、青少年和依赖风险判断。","medium","known","2026-05-25T00:00:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://d2c-times.com/how-chomps-rebuilt-its-google-to-meta-funnel-to-hit-5-1x-roas/"
"AppLovin launches Gist, a social app that could change everything","2026-05-23 monitor · Residual IRL watchlist","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-05-23T20:27:29.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","Residual IRL watchlist: https://ppc.land/applovin-launches-gist-a-social-app-that-could-change-everything/"
"Omio's Global Expansion Powered by Appier's Agentic AI: Scaling Acquisition Across 21 Markets","2026-05-20 monitor · 投放 / 付费获客证据","已覆盖/继续观察","线下真人社交","优先判断是否补 IRL 产品或融资/新闻时间线","如果出现新产品、融资金额或城市扩张，优先升级到 IRL 主线。","medium","known","2026-05-20T06:30:00.000Z","该近窗信号已经进入 baseline、主表或既有 monitor 台账；保留在近窗队列里，用于观察热度和叙事变化。","投放 / 付费获客证据: https://www.prnewswire.com/news-releases/omios-global-expansion-powered-by-appiers-agentic-ai-scaling-acquisition-across-21-markets-302777165.html"
