"复核层级","复核结论","优先级","查询ID","类别","缺口数","已深挖候选数","已分流信号数","剩余数","处理状态","深挖结论","信号分流结论","下一步动作","原因","深挖候选","已分流信号","示例"
"signal-candidate","信号复核","medium","irl_social_handles","official/social profile","5","0","0","5","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Instagram - YouTube: https://www.youtube.com/@Instagram | Social Media: Definition, Importance, Top Websites, and Apps: https://www.investopedia.com/terms/s/social-media.asp | The 15 Most Popular Social Media Platforms in 2026 | Salesforce AU: https://www.salesforce.com/au/commerce/social-media-platforms/"
"signal-candidate","信号复核","medium","ai_social_handles","official/social profile","3","0","0","3","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Discord (@discord) Official  | TikTok: https://www.tiktok.com/@discord | Meta AI Studio: https://ai.meta.com/ai-studio/ | TikTok - YouTube: https://www.youtube.com/@tiktok"
"signal-candidate","信号复核","medium","langpal_growth","company","3","1","0","2","queued","候选补证","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","Plang, Inc.: 候选补证 (unclassified candidate)","","Talkpal: https://talkpal.ai/ | EZ Speak: https://ezspeak.ai/ | Plang, Inc.: https://plang.ai/"
"signal-candidate","信号复核","medium","sewayou_growth","company","3","1","0","2","queued","候选补证","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","Plang, Inc.: 候选补证 (unclassified candidate)","","Eyse: https://play.google.com/store/apps/details | needyou AI: https://needyou.app/ | Plang, Inc.: https://plang.ai/"
"signal-candidate","信号复核","medium","ai_friend_wearables","news","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Amazon has big hopes for wearable AI - starting with this US$50 gadget - The Business Times: https://www.businesstimes.com.sg/companies-markets/telcos-media-tech/amazon-has-big-hopes-wearable-ai-starting-us50-gadget"
"signal-candidate","信号复核","medium","ai_social_official_gap_profiles","official/social profile","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","‎status - sims but social media App - App Store: https://apps.apple.com/us/app/status-sim-but-social-media/id6596771144"
"signal-candidate","信号复核","medium","companion_long_tail","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Soul AI: https://soulhq.ai/"
"signal-candidate","信号复核","medium","irl_social_long_tail","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Locpats: https://locpats.com/"
"signal-candidate","信号复核","medium","lingbe_growth","company","1","1","0","0","queued","候选补证","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","Plang, Inc.: 候选补证 (unclassified candidate)","","Plang, Inc.: https://plang.ai/"
"signal-candidate","信号复核","medium","offline_social_discovery_companies","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Pie: https://pie-app.com/"
"signal-candidate","信号复核","medium","slowly_growth","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Langly Inc.: https://langly.ai/"
"signal-candidate","信号复核","medium","talk4now_growth","company","1","0","0","1","queued","","","进入 monitor 近窗复核，若出现融资、上线、下载或官方证据则升级融资新闻或主表。","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","","Viral App Launch: https://viralapplaunch.com/"
"background-source","背景留档","low","ai_social_revenue_download_reports","financial report","6","0","0","6","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","a260509_2026q1xsharehold: https://www.sec.gov/Archives/edgar/data/1997859/000199785926000070/a260509_2026q1xsharehold.htm | Tm2610721d1 ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1814423/000110465926037392/tm2610721d1_ex99-1.htm | Tm2614328d1 ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1728190/000110465926058936/tm2614328d1_ex99-1.htm"
"background-source","背景留档","low","app_market_reports","financial report","6","0","0","6","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","Tm2610721d1 ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1814423/000110465926037392/tm2610721d1_ex99-1.htm | Document: https://www.sec.gov/Archives/edgar/data/317788/000162828025031557/form8-kxexhibit991q4fy2025.htm | Document: https://www.sec.gov/Archives/edgar/data/1326801/000162828026003832/meta-12312025xexhibit991.htm"
"background-source","背景留档","low","consumer_ai_financial_reports","financial report","6","0","0","6","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","EX-99.1: https://www.sec.gov/Archives/edgar/data/1803901/000119312526058146/talk-ex99_1.htm | Ea028122301ex99 1.htm: https://www.sec.gov/Archives/edgar/data/1859199/000121390026026662/ea028122301ex99-1.htm | pltkq42025earningspresen: https://www.sec.gov/Archives/edgar/data/1828016/000182801626000009/pltkq42025earningspresen.htm"
"background-source","背景留档","low","offline_loneliness_research","research paper","5","0","0","5","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","Digital social contacts predict reduced loneliness in chronic depression: an exploratory longitudinal study | European Archives of Psychiatry and Clinical Neuroscience | Springer Nature Link: https://link.springer.com/article/10.1007/s00406-025-02179-6 | Hyper-Connectivity and Loneliness: A Thematic Analysis of Digital Relationships in the Modern World | Contemporary Family Therapy | Springer Nature Link: https://link.springer.com/article/10.1007/s10591-026-09779-x | Is a random human peer better than a highly supportive chatbot in reducing loneliness over time? - ScienceDirect: https://www.sciencedirect.com/science/article/pii/S0022103126000417?dgcid=rss_sd_all"
"background-source","背景留档","low","consumer_ai_app_rankings","financial report","4","0","0","4","queued","","","保留为市场、研究、财报或方法论背景，不作为独立产品计数。","更像研究、榜单、市场规模或方法论来源，用于背景判断，不直接升级为产品。","","","pltkq12026earningspresen: https://www.sec.gov/Archives/edgar/data/1828016/000182801626000036/pltkq12026earningspresen.htm | Document: https://www.sec.gov/Archives/edgar/data/1326801/000162828026028364/meta-03312026xexhibit991.htm | Document: https://www.sec.gov/Archives/edgar/data/1836981/000183698126000016/earningsrelease-4q25.htm"
"low-relevance","低相关留档","archive","conversation_exchange_growth","company","4","1","0","3","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","Languages Live Gesellschaft Lokalisierung mbH: https://mylanguageexchange.com/ | Time2Talk: https://time2talk.app/ | LanguageConvo: https://languageconvo.com/"
"low-relevance","低相关留档","archive","founder_people_background","people","4","0","0","4","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Brian Kelley: https://linkedin.com/in/brianckelley | David Zeng: https://linkedin.com/in/david-zeng-74a55a45 | Harold Martin: https://linkedin.com/in/harold-martin-98526971"
"low-relevance","官方搜索溢出留档","archive","language_official_social_matchalingua","official/social profile","4","0","0","4","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","Treine seu Inglês com MatchLingue | Home: https://www.matchlingue.com/ | ‎Matcha--Hang out App - App Store: https://apps.apple.com/gb/app/matcha-hang-out/id6754646443 | ‎Linglo - Language Exchange App - App Store: https://apps.apple.com/us/app/linglo-language-exchange/id6747976041"
"low-relevance","低相关留档","archive","langpal_growth","company","3","0","0","3","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","SpeakingPal: https://speakingpal.com/ | Chatterbox: Language Learning: https://chatterboxlabs.io/ | PickLang: https://picklang.ml/"
"low-relevance","官方搜索溢出留档","archive","language_official_social_conversation-exchange","official/social profile","3","0","0","3","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","Scambi Linguistici: https://www.conversationexchange.com/?lg=it | Échanges Linguistiques: https://www.conversationexchange.com/?lg=fr | Register: First step: https://www.conversationexchange.com/members/signupFirstStage.php?lg=en"
"low-relevance","低相关留档","archive","matchalingua_growth","company","3","0","0","3","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","ZINGR: https://zingr.app/ | Pepchat (formerly Destiny): https://pepchat.in/ | Together App: https://youtube.com/watch"
"low-relevance","低相关留档","archive","sewayou_growth","company","3","0","0","3","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","ZINGR: https://zingr.app/ | AloYou App: https://aloyou.app/ | SeeMe: https://seeme-app.com/"
"low-relevance","低相关留档","archive","speakyparrot_growth","company","3","1","0","2","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","BeeSpeaker: https://beespeaker.com/ | Speaking Partner Official Page: https://speakingpartner.id/ | Time2Talk: https://time2talk.app/"
"low-relevance","低相关留档","archive","talk4now_growth","company","3","1","0","2","queued","候选补证","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","Time2Talk: 候选补证 (unclassified candidate)","","Time2Talk: https://time2talk.app/ | TalkAbroad: https://talkabroad.com/ | Growthenger: https://growthenger.com/"
"low-relevance","低相关留档","archive","fluently_growth","company","2","0","0","2","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","How do you do?: https://howdoyou.do/ | Fluentworlds: https://fluentworlds.com/"
"low-relevance","低相关留档","archive","meetalk_growth","company","2","0","0","2","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Meet2Talk: https://meet2talk.com/ | Meet2Talk Online: https://meet2talk.online/"
"low-relevance","官方搜索溢出留档","archive","language_official_social_speakyparrot","official/social profile","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","来自语言官方/社媒 targeted 查询，但未稳定匹配到主表产品；多为官网子页、多语言页、相邻应用或搜索溢出，保留审计但不进入 monitor 观察缺口。","","","About Us – Speaky: https://www.speaky.com/about-us/"
"low-relevance","低相关留档","archive","lingbe_growth","company","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Beelinguapp: https://beelinguapp.com/"
"low-relevance","低相关留档","archive","roamchat_growth","news","1","0","0","1","queued","","","低相关留档，仅在后续 monitor 反复出现时重新复核。","与本次核心市场问题关联较弱，保留在来源审计中避免误删。","","","Roam: Empowering Communities To Drive the Future of Decentralized Connectivity - TheNewsCrypto: https://thenewscrypto.com/roam-empowering-communities-to-drive-the-future-of-decentralized-connectivity/"
